theta1,theta3,diff
2.19911,1.36136,8.16882e-05
2.19911,1.5708,0.000578344
2.19911,1.78024,0.000721962
2.19911,1.98968,0.000985997
2.19911,2.19911,0.000603041
2.19911,2.40855,0.00036368
2.19911,2.61799,-8.52176e-05
2.19911,2.82743,-0.00140349
2.19911,3.03687,-0.0016224
2.40855,-3.03687,-0.00252275
2.40855,-2.82743,-0.00283834
2.40855,-2.61799,-0.00246899
2.40855,-2.40855,-0.00234962
2.40855,-2.19911,-0.00170486
2.40855,-1.98968,-0.00144241
2.40855,-1.78024,-0.000524375
2.40855,-1.5708,-1.64633e-05
2.40855,-1.36136,-0.000149197
2.40855,-1.15192,9.37022e-05
2.40855,-0.942478,9.95992e-05
2.40855,-0.733038,0.000432671
2.40855,-0.523599,0.000112261
2.40855,-0.314159,0.000240112
2.40855,-0.10472,0.000360621
2.40855,0.10472,0.000411646
2.40855,0.314159,0.000152729
2.40855,0.523599,7.52026e-05
2.40855,0.733038,-2.62341e-05
2.40855,0.942478,-0.000120315
