observable,lag_index,time,C,SE_C,SNR_C,C_discard_first_quarter,lambda_eff,lambda_ci_low,lambda_ci_high
sin_theta1,9,0.09,0.270329084025305,0.0008419957438067927,321.0575421713006,0.27029681908047576,-8.482169763099508,-8.556657411452239,-8.409959688705126
sin_theta1,10,0.1,0.24772353991948903,0.0008585651464187157,288.5320245677387,0.24768235013946094,-9.00378787299987,-9.084612595107236,-8.92612340530139
sin_theta1,11,0.11,0.22581788866101155,0.0008672428741478942,260.3859834338656,0.22577945273535222,-9.536317575134726,-9.626750957872575,-9.450325224842146
sin_theta1,12,0.12,0.20474554147151677,0.0008687398350519463,235.68107874237631,0.20470530798030986,-10.100324945606873,-10.19839757459339,-10.007667575026547
sin_theta1,13,0.13,0.18459926556623144,0.0008683094489859543,212.59617269144505,0.18454884831533366,-10.701412463731826,-10.808994720387053,-10.596224609970657
sin_theta1,14,0.14,0.16538901541584555,0.0008564193442492162,193.11686094717368,0.165317955361872,-11.357995453023292,-11.482499963762196,-11.23808447030146
sin_theta1,15,0.15,0.14718236167016974,0.0008434082167716785,174.50904407066488,0.1471067981444799,-12.097583604870636,-12.246570679362312,-11.955755178207728
sin_theta1,16,0.16,0.1299887786821372,0.0008293488015859337,156.73595769785206,0.1299173815385944,-12.942397511493548,-13.120627317906724,-12.77421086463174
sin_theta1,17,0.17,0.11378196158741469,0.0008162796776349636,139.3909032711426,0.11372485037446328,-13.9330880400495,-14.147615058716802,-13.736356594617694
sin_theta1,18,0.18,0.09855398485991371,0.0008012317330426491,123.00309735069834,0.09851746642547762,-15.132550215641812,-15.396127391646122,-14.887213906045215
sin_theta1,19,0.19,0.0842972170411912,0.0007828198452590234,107.68405726006921,0.08430802370584878,-16.60788779282608,-16.949371533626252,-16.302566603363886
sin_theta1,20,0.2,0.07096211338158198,0.0007664788833837869,92.58195485869666,0.07100174129818904,-18.50484020875561,-18.956411063037613,-18.107283087751007
sin_theta1,21,0.21,0.05855511735279367,0.0007527146688507398,77.79191741034731,0.05863974875647124,-23.158551482923603,-23.97180404259712,-22.449358025806625
sin_theta1,22,0.22,0.04701237473723383,0.0007414782680276376,63.40357737292647,0.04716743048236673,-28.13175992895395,-29.476490464001834,-26.983330597926052
sin_theta1,24,0.24,0.02648083536947174,0.0007189046002179574,36.83497832875639,0.026826022075419502,-62.10429087864855,-98.0375353684737,-51.217177909091674
sin_theta1,25,0.25,0.01738413700163211,0.0007112380054866006,24.442081086117685,0.01782521895034643,nan,nan,nan
sin_theta1,27,0.27,0.0014101710864254191,0.0007117871690246435,1.9811695796058892,0.0020901118906731173,nan,nan,nan
sin_theta1,28,0.28,-0.005568185287947281,0.0007104398300944301,-7.83765922471882,-0.004795647169510521,nan,nan,nan
sin_theta1,30,0.3,-0.017697026226594074,0.000718550983763362,-24.6287690455966,-0.016803386782163046,nan,nan,nan
sin_theta1,32,0.32,-0.027689551226255073,0.0007405452714499857,-37.39076096190447,-0.026692993841448628,nan,nan,nan
sin_theta1,33,0.33,-0.031962206097142544,0.0007538875279944504,-42.39651792910126,-0.030915684331993227,nan,nan,nan
sin_theta1,35,0.35000000000000003,-0.03911292242221799,0.0007761017492610202,-50.39664252716876,-0.03803907075235522,nan,nan,nan
sin_theta1,38,0.38,-0.046786890958148454,0.0007903341298098277,-59.198874493002656,-0.04581017124181236,nan,nan,nan
sin_theta1,40,0.4,-0.05013145039081281,0.0007959568761266009,-62.98262116255549,-0.049230152277937395,nan,nan,nan
sin_theta1,42,0.42,-0.05226439042493689,0.0008029625631457629,-65.08944852943195,-0.051454870319176185,nan,nan,nan
sin_theta1,45,0.45,-0.05374546869970345,0.0008208221325576801,-65.4776066189062,-0.05311060924650953,nan,nan,nan
sin_theta1,47,0.47000000000000003,-0.05378626402636714,0.0008265544826849138,-65.07285986962664,-0.053309019212243,nan,nan,nan
sin_theta1,50,0.5,-0.05278735341672011,0.0008291350974175453,-63.66556376775455,-0.05250512497727861,nan,nan,nan
