case,observable,time,C,SE_C,damped_fit,real_exponential_fit
driven_dt2p5e-4,I1_minus_I3,0.2,2.1441318724449836,0.017720725624775863,2.1585897238861436,1.736027496024955
driven_dt2p5e-4,I1_minus_I3,0.21,1.9907079944359172,0.01716216708540958,2.0023938550095224,1.6010898807668592
driven_dt2p5e-4,I1_minus_I3,0.22,1.8417643286773266,0.01666856236849907,1.850542483917058,1.476640670821026
driven_dt2p5e-4,I1_minus_I3,0.23,1.6975985831648297,0.016235768020940143,1.7034203267726429,1.3618646254127913
driven_dt2p5e-4,I1_minus_I3,0.24,1.558397560314997,0.01588167946857693,1.5613506038038751,1.2560098706474785
driven_dt2p5e-4,I1_minus_I3,0.25,1.424321674321385,0.015589497640888694,1.4245991953428008,1.1583829741415927
driven_dt2p5e-4,I1_minus_I3,0.26,1.2955981824358138,0.0153476429090727,1.2933787036172384,1.068344402492149
driven_dt2p5e-4,I1_minus_I3,0.27,1.172348245922594,0.015149109582509979,1.1678524079112378,0.9853043318269588
driven_dt2p5e-4,I1_minus_I3,0.28,1.0547325654201218,0.014997839233922701,1.0481381024527727,0.9087187839916666
driven_dt2p5e-4,I1_minus_I3,0.29,0.9427477820042973,0.014890422095657184,0.9343118080166277,0.8380860630625108
driven_dt2p5e-4,I1_minus_I3,0.3,0.8364622890586048,0.014818054598422978,0.8264113497525023,0.7729434688411372
driven_dt2p5e-4,I1_minus_I3,0.31,0.7357899560375958,0.014766319662544125,0.7244397951648776,0.7128642658022676
driven_dt2p5e-4,I1_minus_I3,0.32,0.6406934195079863,0.014729582566992742,0.6283687474847249,0.6574548876384273
driven_dt2p5e-4,I1_minus_I3,0.33,0.5511091979989534,0.01470866862275001,0.5381414908867065,0.6063523590892865
driven_dt2p5e-4,I1_minus_I3,0.34,0.46707641793611787,0.01470387512056402,0.4536759851220955,0.5592219181665622
driven_dt2p5e-4,I1_minus_I3,0.35000000000000003,0.3884883825337091,0.014712996876912571,0.3748677081607465,0.5157548231981717
driven_dt2p5e-4,I1_minus_I3,0.36,0.31529152719068865,0.014722019956679244,0.3015923463684852,0.47566633032603967
driven_dt2p5e-4,I1_minus_I3,0.37,0.24726173604844637,0.014736668876680716,0.2337083325930035,0.43869382820857156
driven_dt2p5e-4,I1_minus_I3,0.38,0.1843400204612884,0.014750559796596844,0.17105923329546432,0.4045951177086206
driven_dt2p5e-4,I1_minus_I3,0.39,0.12629640619427318,0.014754370652486883,0.11347598655039955,0.37314682529753934
driven_dt2p5e-4,I1_minus_I3,0.4,0.0729656663562083,0.014747076997009426,0.060778993347048296,0.3441429397818601
driven_dt2p5e-4,I1_minus_I3,0.41000000000000003,0.024244653923000105,0.014735610787368032,0.012780065164874422,0.3173934627670057
driven_dt2p5e-4,I1_minus_I3,0.42,-0.020206543930951754,0.014717950187483444,-0.030715768731363245,0.29272316401750176
driven_dt2p5e-4,I1_minus_I3,0.43,-0.060431565774729926,0.014698755339716348,-0.06990859042214918,0.269970433560312
driven_dt2p5e-4,I1_minus_I3,0.44,-0.0966922688028095,0.014662838280523888,-0.10500205468425598,0.248986223011668
driven_dt2p5e-4,I1_minus_I3,0.45,-0.12917655875839631,0.014616318743697938,-0.1362019780624442,0.22963306919224716
driven_dt2p5e-4,I1_minus_I3,0.46,-0.15799832434806316,0.014556814076159065,-0.1637150509188868,0.2117841936346024
driven_dt2p5e-4,I1_minus_I3,0.47000000000000003,-0.1834109292687881,0.014487934291358015,-0.18774766752244276,0.1953226720839084
driven_dt2p5e-4,I1_minus_I3,0.48,-0.2055532736056071,0.014421110575473775,-0.20850486908943316,0.18014066855159647
driven_dt2p5e-4,I1_minus_I3,0.49,-0.2246772323520363,0.01433630490716271,-0.22618939457822457,0.1661387289043214
driven_dt2p5e-4,I1_minus_I3,0.5,-0.24096140541247418,0.014248435255825932,-0.24100083396828778,0.15322512936071248
driven_dt2p5e-4,I1_minus_I3,0.51,-0.25463637259213356,0.01415590605690593,-0.25313487871729823,0.1413152756280441
driven_dt2p5e-4,I1_minus_I3,0.52,-0.2657138075525993,0.014061427163516542,-0.262782664084179,0.13033114874269733
driven_dt2p5e-4,I1_minus_I3,0.53,-0.2744348847732929,0.013962494382179483,-0.27013019802878163,0.12020079398422934
