case,kind,dictionary,cutoff,tau,lambda_real,lambda_imag,eigen_index,conjugate_index,observable,contribution_real,contribution_imag,reconstructed_variance_real,reconstructed_variance_imag,weight_real,weight_imag,weight_abs,weight_abs_ci_low,weight_abs_ci_high,bootstrap_replicates
driven_dt2p5e-4,complex,E3,1e-08,0.05,-5.170430718959359,5.948782943638818,31,32,cos_theta1_plus_cos_theta3,-0.0019915856494158316,-1.3964523981613297e-16,1.0218945954271743,-8.542862597882284e-15,-0.0019489149451693743,-1.5294586458042639e-16,0.0019489149451693743,0.00011370770771096836,0.006193136773456666,500
driven_dt2p5e-4,real,E1,1e-08,0.5,-0.951478623956966,0.0,1,-1,I2,1.3057881044626345,3.010021550690132e-16,2.6548475873171564,-2.914335439641036e-16,0.4918504966916735,1.673707713177621e-16,0.4918504966916735,0.47096704614369667,0.5066719738656877,500
driven_dt2p5e-4,real,E1,1e-08,0.5,-0.951478623956966,0.0,1,-1,I1_plus_I3,0.8958686013441697,-6.656114174537287e-16,3.1467737264836897,-8.743006318923108e-16,0.2846943184393634,-1.3242229380492523e-16,0.2846943184393634,0.2684508294628122,0.29742846298167097,500
driven_dt2p5e-4,real,E1,1e-08,0.5,-0.951478623956966,0.0,1,-1,cos_theta3,0.05717646300140123,-1.3427745788754236e-17,0.49249232688807804,-2.8449465006019636e-16,0.11609614988863559,3.979957996706759e-17,0.11609614988863559,0.10540321492550371,0.12684573464739024,500
driven_dt2p5e-4,real,E1,1e-08,0.5,-0.951478623956966,0.0,1,-1,cos_theta1_plus_cos_theta3,0.22190070518744354,1.3227787426408671e-16,0.9925068368538102,1.7139067942650854e-15,0.2235759966055811,-2.5280485336320547e-16,0.2235759966055811,0.20879806624810385,0.2393440953346122,500
equilibrium_dt1e-3,complex,E3,1e-08,0.05,-5.675508016774291,5.653942218795629,21,22,I2,0.011737545332254275,-1.734723475976807e-16,2.5017734425223943,-1.21317886292438e-14,0.004691689955913827,-4.6588453917343354e-17,0.004691689955913827,0.0019433080578099757,0.007979911557311035,500
equilibrium_dt1e-3,complex,E3,1e-08,0.05,-5.675508016774291,5.653942218795629,21,22,I1_plus_I3,0.004699179112933567,-3.625572064791527e-16,3.148981388615152,-2.990923481105412e-14,0.0014922854513916817,-1.0096093030520402e-16,0.0014922854513916817,3.927104248969979e-05,0.004819066749137448,500
equilibrium_dt1e-3,complex,E3,1e-08,0.05,-5.675508016774291,5.653942218795629,21,22,cos_theta3,0.05148314896306186,-1.0720591081536668e-15,0.5073871797933588,4.1837193431870645e-15,0.1014671852450611,-2.949560795705707e-15,0.1014671852450611,0.08778005533710821,0.1111082411952198,500
equilibrium_dt1e-3,complex,E3,1e-08,0.05,-5.675508016774291,5.653942218795629,21,22,cos_theta1_plus_cos_theta3,0.005157822884656807,-3.214117340333278e-16,1.0179662761577002,8.609432611272894e-15,0.0050667915091695765,-3.585913822849894e-16,0.0050667915091695765,0.0023128532226181827,0.008281187595192231,500
equilibrium_dt1e-3,real,E1,1e-08,0.5,-0.9375725035651862,0.0,1,-1,I2,1.143607241393748,3.6278546650435257e-16,2.407673659698321,1.5818157233880189e-15,0.4749843222262276,-1.6138075905377508e-16,0.4749843222262276,0.45084978084265515,0.49193773687820164,500
equilibrium_dt1e-3,real,E1,1e-08,0.5,-0.9375725035651862,0.0,1,-1,I1_plus_I3,0.8541953521003854,-2.7707983045209346e-16,3.0313774187340377,1.8369405521387022e-15,0.2817845599896017,-2.6215848635417907e-16,0.2817845599896017,0.2652686623439221,0.2933878860947677,500
equilibrium_dt1e-3,real,E1,1e-08,0.5,-0.9375725035651862,0.0,1,-1,cos_theta3,0.05416495166142944,-1.5733411315067855e-17,0.49608293285083066,-7.225691202425992e-16,0.10918527543401,1.2731842382838564e-16,0.10918527543401,0.0999960227407714,0.1167696479209322,500
equilibrium_dt1e-3,real,E1,1e-08,0.5,-0.9375725035651862,0.0,1,-1,cos_theta1_plus_cos_theta3,0.20858069903299575,-7.554528794041843e-18,0.9928673039250145,-8.985675021555297e-16,0.21007912961624592,1.8251759247570328e-16,0.21007912961624592,0.19513619474158467,0.22226122485961697,500
equilibrium_dt2p5e-4,complex,E3,1e-08,0.05,-5.407876817128063,4.997883124359827,14,15,I2,0.0016744601410076721,-3.8424124992886277e-16,2.5576971870445884,1.460411733318041e-14,0.0006546748964221625,-1.539674832994351e-16,0.0006546748964221625,7.067084849742202e-05,0.004035058005891175,500
equilibrium_dt2p5e-4,complex,E3,1e-08,0.05,-5.407876817128063,4.997883124359827,14,15,I1_plus_I3,0.015168195058595083,-3.615814245239157e-17,3.1361163882546306,9.690404394018452e-16,0.004836617389393755,-1.3024076671899324e-17,0.004836617389393755,0.0024194740840534244,0.00817413953925904,500
equilibrium_dt2p5e-4,complex,E3,1e-08,0.05,-5.407876817128063,4.997883124359827,14,15,cos_theta3,0.07900266549862787,-6.938893903907228e-18,0.5197668156613012,-2.0708027257045044e-15,0.1519963628268813,5.922186243143177e-16,0.1519963628268813,0.12840100376595404,0.16998473451841714,500
equilibrium_dt2p5e-4,complex,E3,1e-08,0.05,-5.407876817128063,4.997883124359827,14,15,cos_theta1_plus_cos_theta3,0.00219159030812847,1.929879867024198e-17,1.0655421277580919,1.6197863253243384e-14,0.002056784289457979,-1.3154535730378846e-17,0.002056784289457979,0.0002069831280099061,0.003815880117927248,500
equilibrium_dt2p5e-4,real,E1,1e-08,0.5,-0.9085947602968656,0.0,1,-1,I2,1.2210166832007907,-3.644243314514094e-16,2.462048081379442,3.0074522866607617e-16,0.4959353525365259,-2.085964633825718e-16,0.4959353525365259,0.47605875192502967,0.5071302375390967,500
equilibrium_dt2p5e-4,real,E1,1e-08,0.5,-0.9085947602968656,0.0,1,-1,I1_plus_I3,0.8728832419422146,9.668772801760717e-17,2.9895107402484613,4.951751001527832e-16,0.29198197223056915,-1.6020840360149216e-17,0.29198197223056915,0.2717899084837175,0.30759841639650254,500
equilibrium_dt2p5e-4,real,E1,1e-08,0.5,-0.9085947602968656,0.0,1,-1,cos_theta3,0.05309597017474902,1.126519741632772e-16,0.5017635340046206,1.6419025915894538e-16,0.10581871056070025,1.8988540656199425e-16,0.10581871056070025,0.09860926247052824,0.11265164668540512,500
equilibrium_dt2p5e-4,real,E1,1e-08,0.5,-0.9085947602968656,0.0,1,-1,cos_theta1_plus_cos_theta3,0.21082104814395544,3.4469491163784316e-16,1.0232337545284558,-6.788738851060877e-16,0.20603410238465952,4.735634267766788e-16,0.20603410238465952,0.1940964203953905,0.21860195513353264,500
