case,kind,replicate,observable,weight_abs
equilibrium_dt1e-3,complex,115,cos_theta1_plus_cos_theta3,0.0028853346451960553
equilibrium_dt1e-3,complex,116,I2,0.004726254246731241
equilibrium_dt1e-3,complex,116,I1_plus_I3,0.00020287881864866067
equilibrium_dt1e-3,complex,116,cos_theta3,0.10053818625188081
equilibrium_dt1e-3,complex,116,cos_theta1_plus_cos_theta3,0.005631198378578367
equilibrium_dt1e-3,complex,117,I2,0.003646751737981823
equilibrium_dt1e-3,complex,117,I1_plus_I3,0.0017010472703138432
equilibrium_dt1e-3,complex,117,cos_theta3,0.10526199109106095
equilibrium_dt1e-3,complex,117,cos_theta1_plus_cos_theta3,0.008412422763926227
equilibrium_dt1e-3,complex,118,I2,0.0030378793595000446
equilibrium_dt1e-3,complex,118,I1_plus_I3,0.002294628225919148
equilibrium_dt1e-3,complex,118,cos_theta3,0.10546984066433825
equilibrium_dt1e-3,complex,118,cos_theta1_plus_cos_theta3,0.0055037846803478955
equilibrium_dt1e-3,complex,119,I2,0.005167546702114007
equilibrium_dt1e-3,complex,119,I1_plus_I3,0.00044371390836267543
equilibrium_dt1e-3,complex,119,cos_theta3,0.09843409037897838
equilibrium_dt1e-3,complex,119,cos_theta1_plus_cos_theta3,0.005227006897057441
equilibrium_dt1e-3,complex,120,I2,0.004830358321876589
equilibrium_dt1e-3,complex,120,I1_plus_I3,0.0013870567289205303
equilibrium_dt1e-3,complex,120,cos_theta3,0.092922959462137
equilibrium_dt1e-3,complex,120,cos_theta1_plus_cos_theta3,0.004910808699587152
equilibrium_dt1e-3,complex,121,I2,0.0038821674533845406
equilibrium_dt1e-3,complex,121,I1_plus_I3,0.0016372287270880793
equilibrium_dt1e-3,complex,121,cos_theta3,0.10886094140343791
equilibrium_dt1e-3,complex,121,cos_theta1_plus_cos_theta3,0.004706854469074051
equilibrium_dt1e-3,complex,122,I2,0.0036074303797772917
equilibrium_dt1e-3,complex,122,I1_plus_I3,0.002767607857904187
equilibrium_dt1e-3,complex,122,cos_theta3,0.10501966703124878
equilibrium_dt1e-3,complex,122,cos_theta1_plus_cos_theta3,0.006270491007220892
equilibrium_dt1e-3,complex,123,I2,0.006800391491983584
equilibrium_dt1e-3,complex,123,I1_plus_I3,0.0014143236511887317
equilibrium_dt1e-3,complex,123,cos_theta3,0.1101135905475383
equilibrium_dt1e-3,complex,123,cos_theta1_plus_cos_theta3,0.007094099314197125
equilibrium_dt1e-3,complex,124,I2,0.0038167706888423995
equilibrium_dt1e-3,complex,124,I1_plus_I3,0.0007283469953186379
equilibrium_dt1e-3,complex,124,cos_theta3,0.10488773844372626
equilibrium_dt1e-3,complex,124,cos_theta1_plus_cos_theta3,0.004143252164058577
equilibrium_dt1e-3,complex,125,I2,0.003715444576893281
equilibrium_dt1e-3,complex,125,I1_plus_I3,0.0005303474206313977
equilibrium_dt1e-3,complex,125,cos_theta3,0.10133110382616206
equilibrium_dt1e-3,complex,125,cos_theta1_plus_cos_theta3,0.006455957100872278
equilibrium_dt1e-3,complex,126,I2,0.006205702340479333
equilibrium_dt1e-3,complex,126,I1_plus_I3,0.002110678025142121
equilibrium_dt1e-3,complex,126,cos_theta3,0.1055407190341279
equilibrium_dt1e-3,complex,126,cos_theta1_plus_cos_theta3,0.0044347519105877135
equilibrium_dt1e-3,complex,127,I2,0.007362893904694117
equilibrium_dt1e-3,complex,127,I1_plus_I3,0.0014399933262602869
equilibrium_dt1e-3,complex,127,cos_theta3,0.09857360316468325
equilibrium_dt1e-3,complex,127,cos_theta1_plus_cos_theta3,0.005510814719337609
equilibrium_dt1e-3,complex,128,I2,0.005445466580154904
equilibrium_dt1e-3,complex,128,I1_plus_I3,0.0022430367523691755
equilibrium_dt1e-3,complex,128,cos_theta3,0.10263254079192187
equilibrium_dt1e-3,complex,128,cos_theta1_plus_cos_theta3,0.006360141199520811
equilibrium_dt1e-3,complex,129,I2,0.0033413617840611794
equilibrium_dt1e-3,complex,129,I1_plus_I3,0.00048513279634439363
equilibrium_dt1e-3,complex,129,cos_theta3,0.1026402858893888
equilibrium_dt1e-3,complex,129,cos_theta1_plus_cos_theta3,0.004257493570251536
equilibrium_dt1e-3,complex,130,I2,0.005760837584512362
equilibrium_dt1e-3,complex,130,I1_plus_I3,0.0003099027582658664
equilibrium_dt1e-3,complex,130,cos_theta3,0.10161600747469363
equilibrium_dt1e-3,complex,130,cos_theta1_plus_cos_theta3,0.006344806843132662
equilibrium_dt1e-3,complex,131,I2,0.005132921977381216
equilibrium_dt1e-3,complex,131,I1_plus_I3,0.0006460460152956342
equilibrium_dt1e-3,complex,131,cos_theta3,0.10690363351628776
equilibrium_dt1e-3,complex,131,cos_theta1_plus_cos_theta3,0.0040143631389235445
equilibrium_dt1e-3,complex,132,I2,0.0047042001006837595
equilibrium_dt1e-3,complex,132,I1_plus_I3,0.001941222647704156
equilibrium_dt1e-3,complex,132,cos_theta3,0.10307902969650515
equilibrium_dt1e-3,complex,132,cos_theta1_plus_cos_theta3,0.007900416121882062
equilibrium_dt1e-3,complex,133,I2,0.003929160383085686
equilibrium_dt1e-3,complex,133,I1_plus_I3,0.00037005451140678035
equilibrium_dt1e-3,complex,133,cos_theta3,0.0984128003811897
equilibrium_dt1e-3,complex,133,cos_theta1_plus_cos_theta3,0.006595472073941075
equilibrium_dt1e-3,complex,134,I2,0.003449497373418723
equilibrium_dt1e-3,complex,134,I1_plus_I3,0.00037998393524789895
equilibrium_dt1e-3,complex,134,cos_theta3,0.0966480453661338
equilibrium_dt1e-3,complex,134,cos_theta1_plus_cos_theta3,0.003421081587027155
equilibrium_dt1e-3,complex,135,I2,0.00511635124131439
equilibrium_dt1e-3,complex,135,I1_plus_I3,0.0017684757536501666
equilibrium_dt1e-3,complex,135,cos_theta3,0.0968291134989784
equilibrium_dt1e-3,complex,135,cos_theta1_plus_cos_theta3,0.003857184145676234
equilibrium_dt1e-3,complex,136,I2,0.005795499253423631
equilibrium_dt1e-3,complex,136,I1_plus_I3,0.004751785690455901
equilibrium_dt1e-3,complex,136,cos_theta3,0.09699900013134745
equilibrium_dt1e-3,complex,136,cos_theta1_plus_cos_theta3,0.0072421254434541235
equilibrium_dt1e-3,complex,137,I2,0.003237797463818503
equilibrium_dt1e-3,complex,137,I1_plus_I3,0.002034799097567494
equilibrium_dt1e-3,complex,137,cos_theta3,0.0861294204485181
equilibrium_dt1e-3,complex,137,cos_theta1_plus_cos_theta3,0.0020609560492399837
equilibrium_dt1e-3,complex,138,I2,0.006307532007850794
equilibrium_dt1e-3,complex,138,I1_plus_I3,0.0012864339986790197
equilibrium_dt1e-3,complex,138,cos_theta3,0.1001659594955828
equilibrium_dt1e-3,complex,138,cos_theta1_plus_cos_theta3,0.005650686461442124
equilibrium_dt1e-3,complex,139,I2,0.004263824896387015
equilibrium_dt1e-3,complex,139,I1_plus_I3,0.0020670309314349145
equilibrium_dt1e-3,complex,139,cos_theta3,0.09366403409986955
equilibrium_dt1e-3,complex,139,cos_theta1_plus_cos_theta3,0.001993733519236358
equilibrium_dt1e-3,complex,140,I2,0.007212907641152017
equilibrium_dt1e-3,complex,140,I1_plus_I3,0.0029900125574035467
equilibrium_dt1e-3,complex,140,cos_theta3,0.1049272370018164
equilibrium_dt1e-3,complex,140,cos_theta1_plus_cos_theta3,0.005936200952196026
equilibrium_dt1e-3,complex,141,I2,0.005327823293547317
equilibrium_dt1e-3,complex,141,I1_plus_I3,0.002979804911399163
equilibrium_dt1e-3,complex,141,cos_theta3,0.10634050487569582
equilibrium_dt1e-3,complex,141,cos_theta1_plus_cos_theta3,0.006308061182718889
equilibrium_dt1e-3,complex,142,I2,0.006424915226477749
equilibrium_dt1e-3,complex,142,I1_plus_I3,0.004222000529108435
equilibrium_dt1e-3,complex,142,cos_theta3,0.10879055114390836
equilibrium_dt1e-3,complex,142,cos_theta1_plus_cos_theta3,0.006758605557349778
equilibrium_dt1e-3,complex,143,I2,0.0053509799024747924
equilibrium_dt1e-3,complex,143,I1_plus_I3,0.0014838066224485118
equilibrium_dt1e-3,complex,143,cos_theta3,0.10470367459397036
equilibrium_dt1e-3,complex,143,cos_theta1_plus_cos_theta3,0.004954149513738658
equilibrium_dt1e-3,complex,144,I2,0.005966070607077414
equilibrium_dt1e-3,complex,144,I1_plus_I3,0.002546635546414535
equilibrium_dt1e-3,complex,144,cos_theta3,0.10139742953693096
equilibrium_dt1e-3,complex,144,cos_theta1_plus_cos_theta3,0.0043427194027401
equilibrium_dt1e-3,complex,145,I2,0.0055378705561710305
equilibrium_dt1e-3,complex,145,I1_plus_I3,5.0628726661922966e-05
equilibrium_dt1e-3,complex,145,cos_theta3,0.10519869354344945
equilibrium_dt1e-3,complex,145,cos_theta1_plus_cos_theta3,0.005036359346544491
equilibrium_dt1e-3,complex,146,I2,0.00214350198227962
equilibrium_dt1e-3,complex,146,I1_plus_I3,0.0001134896980287896
equilibrium_dt1e-3,complex,146,cos_theta3,0.09870428472978238
equilibrium_dt1e-3,complex,146,cos_theta1_plus_cos_theta3,0.0036053835967671034
equilibrium_dt1e-3,complex,147,I2,0.006689774168056627
equilibrium_dt1e-3,complex,147,I1_plus_I3,0.0016072885588490308
equilibrium_dt1e-3,complex,147,cos_theta3,0.10468679783010067
equilibrium_dt1e-3,complex,147,cos_theta1_plus_cos_theta3,0.006087120091007836
equilibrium_dt1e-3,complex,148,I2,0.004361721961481637
equilibrium_dt1e-3,complex,148,I1_plus_I3,0.0001232968213536859
equilibrium_dt1e-3,complex,148,cos_theta3,0.10426101933370138
equilibrium_dt1e-3,complex,148,cos_theta1_plus_cos_theta3,0.0038546083939457027
equilibrium_dt1e-3,complex,149,I2,0.003021441166971343
equilibrium_dt1e-3,complex,149,I1_plus_I3,0.0021579841729985013
equilibrium_dt1e-3,complex,149,cos_theta3,0.09143742093348621
equilibrium_dt1e-3,complex,149,cos_theta1_plus_cos_theta3,0.0037419321718831127
equilibrium_dt1e-3,complex,150,I2,0.005958609485437668
equilibrium_dt1e-3,complex,150,I1_plus_I3,0.0014852729124277873
equilibrium_dt1e-3,complex,150,cos_theta3,0.10679874035201745
equilibrium_dt1e-3,complex,150,cos_theta1_plus_cos_theta3,0.0058967067277256174
equilibrium_dt1e-3,complex,151,I2,0.005774372800150321
equilibrium_dt1e-3,complex,151,I1_plus_I3,0.0016883271908423969
equilibrium_dt1e-3,complex,151,cos_theta3,0.09777284569576378
equilibrium_dt1e-3,complex,151,cos_theta1_plus_cos_theta3,0.005170156382356756
equilibrium_dt1e-3,complex,152,I2,0.005465065567154263
equilibrium_dt1e-3,complex,152,I1_plus_I3,0.0021325068438683673
equilibrium_dt1e-3,complex,152,cos_theta3,0.09061810295392832
equilibrium_dt1e-3,complex,152,cos_theta1_plus_cos_theta3,0.003951338772300988
equilibrium_dt1e-3,complex,153,I2,0.003954912872690776
equilibrium_dt1e-3,complex,153,I1_plus_I3,0.0012507284386872313
equilibrium_dt1e-3,complex,153,cos_theta3,0.10049384099226258
equilibrium_dt1e-3,complex,153,cos_theta1_plus_cos_theta3,0.0061031257738630796
equilibrium_dt1e-3,complex,154,I2,0.0036762267942328595
equilibrium_dt1e-3,complex,154,I1_plus_I3,0.00032875251993518456
equilibrium_dt1e-3,complex,154,cos_theta3,0.09639454594650154
equilibrium_dt1e-3,complex,154,cos_theta1_plus_cos_theta3,0.0025946796897270783
equilibrium_dt1e-3,complex,155,I2,0.004005324234642463
equilibrium_dt1e-3,complex,155,I1_plus_I3,0.001416162207575192
equilibrium_dt1e-3,complex,155,cos_theta3,0.10984173475821166
equilibrium_dt1e-3,complex,155,cos_theta1_plus_cos_theta3,0.005148973469283843
equilibrium_dt1e-3,complex,156,I2,0.0038701582391461663
equilibrium_dt1e-3,complex,156,I1_plus_I3,0.0032284771726111146
equilibrium_dt1e-3,complex,156,cos_theta3,0.09200794199008391
equilibrium_dt1e-3,complex,156,cos_theta1_plus_cos_theta3,0.002460611352658357
equilibrium_dt1e-3,complex,157,I2,0.005738877862853225
equilibrium_dt1e-3,complex,157,I1_plus_I3,0.003635359958254081
equilibrium_dt1e-3,complex,157,cos_theta3,0.09861338272429555
equilibrium_dt1e-3,complex,157,cos_theta1_plus_cos_theta3,0.005004938480680263
equilibrium_dt1e-3,complex,158,I2,0.003599612570638782
equilibrium_dt1e-3,complex,158,I1_plus_I3,0.0007232805919599613
equilibrium_dt1e-3,complex,158,cos_theta3,0.0995046040227184
equilibrium_dt1e-3,complex,158,cos_theta1_plus_cos_theta3,0.0037823954196803734
equilibrium_dt1e-3,complex,159,I2,0.0026148233482084795
equilibrium_dt1e-3,complex,159,I1_plus_I3,0.0016440895737469669
equilibrium_dt1e-3,complex,159,cos_theta3,0.10544283296286078
equilibrium_dt1e-3,complex,159,cos_theta1_plus_cos_theta3,0.004520776162872079
equilibrium_dt1e-3,complex,160,I2,0.003829604906441031
equilibrium_dt1e-3,complex,160,I1_plus_I3,0.000808930927394722
equilibrium_dt1e-3,complex,160,cos_theta3,0.09571609805335332
equilibrium_dt1e-3,complex,160,cos_theta1_plus_cos_theta3,0.0030774263206057675
equilibrium_dt1e-3,complex,161,I2,0.004577401774288686
equilibrium_dt1e-3,complex,161,I1_plus_I3,0.0005173901514303607
equilibrium_dt1e-3,complex,161,cos_theta3,0.1059258984885427
equilibrium_dt1e-3,complex,161,cos_theta1_plus_cos_theta3,0.006438674781064969
equilibrium_dt1e-3,complex,162,I2,0.004145393645530485
equilibrium_dt1e-3,complex,162,I1_plus_I3,0.00448866580251054
equilibrium_dt1e-3,complex,162,cos_theta3,0.10341154233494322
equilibrium_dt1e-3,complex,162,cos_theta1_plus_cos_theta3,0.005547952678307391
equilibrium_dt1e-3,complex,163,I2,0.005066303505412386
equilibrium_dt1e-3,complex,163,I1_plus_I3,0.0038794928189107257
equilibrium_dt1e-3,complex,163,cos_theta3,0.09695851131792496
equilibrium_dt1e-3,complex,163,cos_theta1_plus_cos_theta3,0.0044327902558109105
equilibrium_dt1e-3,complex,164,I2,0.004064625693088298
equilibrium_dt1e-3,complex,164,I1_plus_I3,0.0023730840703226736
equilibrium_dt1e-3,complex,164,cos_theta3,0.09522271866656046
equilibrium_dt1e-3,complex,164,cos_theta1_plus_cos_theta3,0.005460292407625618
equilibrium_dt1e-3,complex,165,I2,0.006515328102360558
equilibrium_dt1e-3,complex,165,I1_plus_I3,0.0007848471075157061
equilibrium_dt1e-3,complex,165,cos_theta3,0.10798459607622748
equilibrium_dt1e-3,complex,165,cos_theta1_plus_cos_theta3,0.00673228028200896
equilibrium_dt1e-3,complex,166,I2,0.004874838684418517
equilibrium_dt1e-3,complex,166,I1_plus_I3,0.0017110386633749242
equilibrium_dt1e-3,complex,166,cos_theta3,0.11197037563665399
equilibrium_dt1e-3,complex,166,cos_theta1_plus_cos_theta3,0.0071962599064242854
equilibrium_dt1e-3,complex,167,I2,0.006179138406489119
equilibrium_dt1e-3,complex,167,I1_plus_I3,0.0006486650671410286
equilibrium_dt1e-3,complex,167,cos_theta3,0.10262345333125579
equilibrium_dt1e-3,complex,167,cos_theta1_plus_cos_theta3,0.004952768216668415
equilibrium_dt1e-3,complex,168,I2,0.005262187656541996
equilibrium_dt1e-3,complex,168,I1_plus_I3,0.00047700451489339843
equilibrium_dt1e-3,complex,168,cos_theta3,0.10409807762428701
equilibrium_dt1e-3,complex,168,cos_theta1_plus_cos_theta3,0.007162931780849692
equilibrium_dt1e-3,complex,169,I2,0.0025565499825065314
equilibrium_dt1e-3,complex,169,I1_plus_I3,0.0021556675216820114
equilibrium_dt1e-3,complex,169,cos_theta3,0.10183459819922665
equilibrium_dt1e-3,complex,169,cos_theta1_plus_cos_theta3,0.001995106938416488
equilibrium_dt1e-3,complex,170,I2,0.0038671401056239512
equilibrium_dt1e-3,complex,170,I1_plus_I3,0.0037474534617068654
equilibrium_dt1e-3,complex,170,cos_theta3,0.09186830340386663
equilibrium_dt1e-3,complex,170,cos_theta1_plus_cos_theta3,0.003986976000450964
equilibrium_dt1e-3,complex,171,I2,0.007664988796417158
equilibrium_dt1e-3,complex,171,I1_plus_I3,0.0014570581964007366
equilibrium_dt1e-3,complex,171,cos_theta3,0.0977310342587165
equilibrium_dt1e-3,complex,171,cos_theta1_plus_cos_theta3,0.006474928599294697
equilibrium_dt1e-3,complex,172,I2,0.005293095911770255
equilibrium_dt1e-3,complex,172,I1_plus_I3,0.0012263503474220418
equilibrium_dt1e-3,complex,172,cos_theta3,0.0937019630050089
equilibrium_dt1e-3,complex,172,cos_theta1_plus_cos_theta3,0.0033170260252235696
equilibrium_dt1e-3,complex,173,I2,0.00372335042235207
equilibrium_dt1e-3,complex,173,I1_plus_I3,0.0025611161312073315
equilibrium_dt1e-3,complex,173,cos_theta3,0.09672572978008909
equilibrium_dt1e-3,complex,173,cos_theta1_plus_cos_theta3,0.005642662163951651
equilibrium_dt1e-3,complex,174,I2,0.007831583890018829
equilibrium_dt1e-3,complex,174,I1_plus_I3,0.00613414145596426
equilibrium_dt1e-3,complex,174,cos_theta3,0.10051314997848929
equilibrium_dt1e-3,complex,174,cos_theta1_plus_cos_theta3,0.006242491737140497
equilibrium_dt1e-3,complex,175,I2,0.002646764267607369
equilibrium_dt1e-3,complex,175,I1_plus_I3,0.003512472696392653
equilibrium_dt1e-3,complex,175,cos_theta3,0.09201002113803766
equilibrium_dt1e-3,complex,175,cos_theta1_plus_cos_theta3,0.0029496483259628787
equilibrium_dt1e-3,complex,176,I2,0.0033580190466420347
equilibrium_dt1e-3,complex,176,I1_plus_I3,0.0006761977258355594
equilibrium_dt1e-3,complex,176,cos_theta3,0.08571589115585972
equilibrium_dt1e-3,complex,176,cos_theta1_plus_cos_theta3,0.0026974320867569905
equilibrium_dt1e-3,complex,177,I2,0.004708689985327143
equilibrium_dt1e-3,complex,177,I1_plus_I3,0.00236227934813631
equilibrium_dt1e-3,complex,177,cos_theta3,0.10705565551690009
equilibrium_dt1e-3,complex,177,cos_theta1_plus_cos_theta3,0.008409674331800409
equilibrium_dt1e-3,complex,178,I2,0.005320304205756072
equilibrium_dt1e-3,complex,178,I1_plus_I3,0.0010989849237722847
equilibrium_dt1e-3,complex,178,cos_theta3,0.09377898992214972
equilibrium_dt1e-3,complex,178,cos_theta1_plus_cos_theta3,0.005482019868996788
equilibrium_dt1e-3,complex,179,I2,0.0026591243046099854
equilibrium_dt1e-3,complex,179,I1_plus_I3,0.0012396562758212528
equilibrium_dt1e-3,complex,179,cos_theta3,0.08567769271806838
equilibrium_dt1e-3,complex,179,cos_theta1_plus_cos_theta3,0.0033360422602826353
equilibrium_dt1e-3,complex,180,I2,0.006307386265333202
equilibrium_dt1e-3,complex,180,I1_plus_I3,0.002034616973449623
equilibrium_dt1e-3,complex,180,cos_theta3,0.10240658047320339
equilibrium_dt1e-3,complex,180,cos_theta1_plus_cos_theta3,0.0051677022229972
equilibrium_dt1e-3,complex,181,I2,0.0030766370394804472
equilibrium_dt1e-3,complex,181,I1_plus_I3,0.0040659647136741615
equilibrium_dt1e-3,complex,181,cos_theta3,0.08903123858578911
equilibrium_dt1e-3,complex,181,cos_theta1_plus_cos_theta3,0.004925514699773781
equilibrium_dt1e-3,complex,182,I2,0.005798748673099368
equilibrium_dt1e-3,complex,182,I1_plus_I3,0.00446154085050398
equilibrium_dt1e-3,complex,182,cos_theta3,0.09765728577749713
equilibrium_dt1e-3,complex,182,cos_theta1_plus_cos_theta3,0.008664435142008027
equilibrium_dt1e-3,complex,183,I2,0.0054543971722169834
equilibrium_dt1e-3,complex,183,I1_plus_I3,0.0002535393278484246
equilibrium_dt1e-3,complex,183,cos_theta3,0.1028883186694474
equilibrium_dt1e-3,complex,183,cos_theta1_plus_cos_theta3,0.005912576221667631
equilibrium_dt1e-3,complex,184,I2,0.0044208486163815775
equilibrium_dt1e-3,complex,184,I1_plus_I3,0.0010902839177367853
equilibrium_dt1e-3,complex,184,cos_theta3,0.10016438050376232
equilibrium_dt1e-3,complex,184,cos_theta1_plus_cos_theta3,0.004046101335561227
equilibrium_dt1e-3,complex,185,I2,0.0019260771721900673
equilibrium_dt1e-3,complex,185,I1_plus_I3,0.0006875104724233655
equilibrium_dt1e-3,complex,185,cos_theta3,0.09513985405605264
equilibrium_dt1e-3,complex,185,cos_theta1_plus_cos_theta3,0.003909617499784391
equilibrium_dt1e-3,complex,186,I2,0.00672084092859709
equilibrium_dt1e-3,complex,186,I1_plus_I3,0.0010242008202912655
equilibrium_dt1e-3,complex,186,cos_theta3,0.1074580610968522
equilibrium_dt1e-3,complex,186,cos_theta1_plus_cos_theta3,0.009383657384895529
equilibrium_dt1e-3,complex,187,I2,0.0034498631728015596
equilibrium_dt1e-3,complex,187,I1_plus_I3,0.0005627327834120852
equilibrium_dt1e-3,complex,187,cos_theta3,0.0965280926174754
equilibrium_dt1e-3,complex,187,cos_theta1_plus_cos_theta3,0.003676888341813855
equilibrium_dt1e-3,complex,188,I2,0.005740831460343571
equilibrium_dt1e-3,complex,188,I1_plus_I3,0.001658362259203042
equilibrium_dt1e-3,complex,188,cos_theta3,0.09102354149389974
equilibrium_dt1e-3,complex,188,cos_theta1_plus_cos_theta3,0.005802694467296244
equilibrium_dt1e-3,complex,189,I2,0.005209905539849468
equilibrium_dt1e-3,complex,189,I1_plus_I3,0.0026773395973764364
equilibrium_dt1e-3,complex,189,cos_theta3,0.10977559199702107
equilibrium_dt1e-3,complex,189,cos_theta1_plus_cos_theta3,0.007366323021289501
equilibrium_dt1e-3,complex,190,I2,0.002574260303540663
equilibrium_dt1e-3,complex,190,I1_plus_I3,3.782863774485316e-05
equilibrium_dt1e-3,complex,190,cos_theta3,0.09969986564565869
equilibrium_dt1e-3,complex,190,cos_theta1_plus_cos_theta3,0.0021188460621722623
equilibrium_dt1e-3,complex,191,I2,0.00641096375376427
equilibrium_dt1e-3,complex,191,I1_plus_I3,0.003001389317829044
equilibrium_dt1e-3,complex,191,cos_theta3,0.09517598935395032
equilibrium_dt1e-3,complex,191,cos_theta1_plus_cos_theta3,0.0048845716553935275
equilibrium_dt1e-3,complex,192,I2,0.001967544826152394
equilibrium_dt1e-3,complex,192,I1_plus_I3,0.000293306663887666
equilibrium_dt1e-3,complex,192,cos_theta3,0.1039796805119584
equilibrium_dt1e-3,complex,192,cos_theta1_plus_cos_theta3,0.003950264458623329
equilibrium_dt1e-3,complex,193,I2,0.00303134452566172
equilibrium_dt1e-3,complex,193,I1_plus_I3,0.0035730918460980194
equilibrium_dt1e-3,complex,193,cos_theta3,0.09601377100779203
equilibrium_dt1e-3,complex,193,cos_theta1_plus_cos_theta3,0.005550153878426587
equilibrium_dt1e-3,complex,194,I2,0.008585098265693591
equilibrium_dt1e-3,complex,194,I1_plus_I3,0.0008219652925452267
equilibrium_dt1e-3,complex,194,cos_theta3,0.10280507141556708
equilibrium_dt1e-3,complex,194,cos_theta1_plus_cos_theta3,0.006224942461021774
equilibrium_dt1e-3,complex,195,I2,0.00906535764983892
equilibrium_dt1e-3,complex,195,I1_plus_I3,0.0022891274444277864
equilibrium_dt1e-3,complex,195,cos_theta3,0.10490854129034975
equilibrium_dt1e-3,complex,195,cos_theta1_plus_cos_theta3,0.0049858418131591845
equilibrium_dt1e-3,complex,196,I2,0.003446142201716593
equilibrium_dt1e-3,complex,196,I1_plus_I3,0.00025733262876209375
equilibrium_dt1e-3,complex,196,cos_theta3,0.09699590887711995
equilibrium_dt1e-3,complex,196,cos_theta1_plus_cos_theta3,0.00437009078109715
equilibrium_dt1e-3,complex,197,I2,0.004028429929746971
equilibrium_dt1e-3,complex,197,I1_plus_I3,0.001232224344542211
equilibrium_dt1e-3,complex,197,cos_theta3,0.10334277443605118
equilibrium_dt1e-3,complex,197,cos_theta1_plus_cos_theta3,0.003918899126096669
equilibrium_dt1e-3,complex,198,I2,0.008287218167491497
equilibrium_dt1e-3,complex,198,I1_plus_I3,0.00037204176812792746
equilibrium_dt1e-3,complex,198,cos_theta3,0.10392625254423833
equilibrium_dt1e-3,complex,198,cos_theta1_plus_cos_theta3,0.0076329418826130545
equilibrium_dt1e-3,complex,199,I2,0.0027585325280212393
equilibrium_dt1e-3,complex,199,I1_plus_I3,0.0020946693038649358
equilibrium_dt1e-3,complex,199,cos_theta3,0.09967916236329627
equilibrium_dt1e-3,complex,199,cos_theta1_plus_cos_theta3,0.004536950228017082
equilibrium_dt1e-3,complex,200,I2,0.0055161729473183225
equilibrium_dt1e-3,complex,200,I1_plus_I3,0.0022462193450671778
equilibrium_dt1e-3,complex,200,cos_theta3,0.10388214724602671
equilibrium_dt1e-3,complex,200,cos_theta1_plus_cos_theta3,0.005447468530149837
equilibrium_dt1e-3,complex,201,I2,0.005648244044916512
equilibrium_dt1e-3,complex,201,I1_plus_I3,0.002862875565926287
equilibrium_dt1e-3,complex,201,cos_theta3,0.09562850084415779
equilibrium_dt1e-3,complex,201,cos_theta1_plus_cos_theta3,0.004128062754214471
equilibrium_dt1e-3,complex,202,I2,0.006615475015902585
equilibrium_dt1e-3,complex,202,I1_plus_I3,0.000167962784956855
equilibrium_dt1e-3,complex,202,cos_theta3,0.10260794326745507
equilibrium_dt1e-3,complex,202,cos_theta1_plus_cos_theta3,0.006068190813665133
equilibrium_dt1e-3,complex,203,I2,0.005148460539823016
equilibrium_dt1e-3,complex,203,I1_plus_I3,0.0005279397933617369
equilibrium_dt1e-3,complex,203,cos_theta3,0.10361163835153406
equilibrium_dt1e-3,complex,203,cos_theta1_plus_cos_theta3,0.006953786960922732
equilibrium_dt1e-3,complex,204,I2,0.0036860499765098346
equilibrium_dt1e-3,complex,204,I1_plus_I3,0.0014356900739648573
equilibrium_dt1e-3,complex,204,cos_theta3,0.10635118964402873
equilibrium_dt1e-3,complex,204,cos_theta1_plus_cos_theta3,0.005769517258696228
equilibrium_dt1e-3,complex,205,I2,0.006063025362426575
equilibrium_dt1e-3,complex,205,I1_plus_I3,0.0008154810983131579
equilibrium_dt1e-3,complex,205,cos_theta3,0.10079962271388661
equilibrium_dt1e-3,complex,205,cos_theta1_plus_cos_theta3,0.006577636976071072
equilibrium_dt1e-3,complex,206,I2,0.003863295914564093
equilibrium_dt1e-3,complex,206,I1_plus_I3,0.0009481227666786123
equilibrium_dt1e-3,complex,206,cos_theta3,0.11036579009715515
equilibrium_dt1e-3,complex,206,cos_theta1_plus_cos_theta3,0.004187441423125324
equilibrium_dt1e-3,complex,207,I2,0.0029195315686881824
equilibrium_dt1e-3,complex,207,I1_plus_I3,0.005973959650337096
equilibrium_dt1e-3,complex,207,cos_theta3,0.09073143831661554
equilibrium_dt1e-3,complex,207,cos_theta1_plus_cos_theta3,0.004594116892544834
equilibrium_dt1e-3,complex,208,I2,0.005474622942372452
equilibrium_dt1e-3,complex,208,I1_plus_I3,0.0020913533560327205
equilibrium_dt1e-3,complex,208,cos_theta3,0.10339071602553478
equilibrium_dt1e-3,complex,208,cos_theta1_plus_cos_theta3,0.006581452206991312
equilibrium_dt1e-3,complex,209,I2,0.006196140891076694
equilibrium_dt1e-3,complex,209,I1_plus_I3,0.00019346628374633773
equilibrium_dt1e-3,complex,209,cos_theta3,0.10293934181612172
equilibrium_dt1e-3,complex,209,cos_theta1_plus_cos_theta3,0.006693317573098342
equilibrium_dt1e-3,complex,210,I2,0.004446802792174462
equilibrium_dt1e-3,complex,210,I1_plus_I3,0.0004300312075160721
equilibrium_dt1e-3,complex,210,cos_theta3,0.09379068049383794
equilibrium_dt1e-3,complex,210,cos_theta1_plus_cos_theta3,0.0037758192662415225
equilibrium_dt1e-3,complex,211,I2,0.003564801548317711
equilibrium_dt1e-3,complex,211,I1_plus_I3,0.002482224970305786
equilibrium_dt1e-3,complex,211,cos_theta3,0.08960986824923266
