timestep,i,j,theta1,theta3,target_density,reconstructed_density,difference
fine,47,11,1.8325957145940457,-1.9373154697137058,0.03351164637323925,0.03113972965454381,-0.0023719167186954417
fine,47,12,1.8325957145940457,-1.8325957145940461,0.03248577964752791,0.03255020962095543,6.442997342751694e-05
fine,47,13,1.8325957145940457,-1.7278759594743862,0.033255179691811465,0.03084983271120024,-0.0024053469806112233
fine,47,14,1.8325957145940457,-1.6231562043547265,0.029151712788965774,0.031073183448655315,0.0019214706596895406
fine,47,15,1.8325957145940457,-1.5184364492350668,0.027783890488017295,0.029069841220643728,0.0012859507326264327
fine,47,16,1.8325957145940457,-1.413716694115407,0.02647306078294161,0.028037120884785605,0.001564060101843994
fine,47,17,1.8325957145940457,-1.3089969389957472,0.026957497847860827,0.0272476799082994,0.0002901820604385742
fine,47,18,1.8325957145940457,-1.2042771838760875,0.026245090399450183,0.026418214728612333,0.00017312432916214912
fine,47,19,1.8325957145940457,-1.0995574287564276,0.024620801417073786,0.025325670400209586,0.0007048689831357993
fine,47,20,1.8325957145940457,-0.9948376736367679,0.024392831033582314,0.02518452236457154,0.0007916913309892262
fine,47,21,1.8325957145940457,-0.8901179185171082,0.026131105207704525,0.022863966553296266,-0.0032671386544082595
fine,47,22,1.8325957145940457,-0.7853981633974485,0.023851401372790182,0.02481286724563476,0.0009614658728445795
fine,47,23,1.8325957145940457,-0.6806784082777886,0.023851401372790182,0.02334788762177122,-0.0005035137510189629
fine,47,24,1.8325957145940457,-0.5759586531581289,0.023480949499616717,0.023279933838300487,-0.00020101566131622978
fine,47,25,1.8325957145940457,-0.4712388980384692,0.021970645708985936,0.021938910827617952,-3.173488136798408e-05
fine,47,26,1.8325957145940457,-0.36651914291880927,0.022797038349142346,0.02334685212862148,0.0005498137794791337
fine,47,27,1.8325957145940457,-0.2617993877991496,0.0228540309450153,0.021450656150959715,-0.001403374794055584
fine,47,28,1.8325957145940457,-0.15707963267948988,0.022996512434697344,0.0224919763827927,-0.0005045360519046437
fine,47,29,1.8325957145940457,-0.05235987755982996,0.023025008732633773,0.023384257103927965,0.0003592483712941928
fine,47,30,1.8325957145940457,0.05235987755982974,0.024079371756281706,0.021143944530898285,-0.002935427225383421
fine,47,31,1.8325957145940457,0.15707963267948943,0.022170119794540935,0.022548845176007474,0.0003787253814665388
fine,47,32,1.8325957145940457,0.26179938779914935,0.02168568272962166,0.021284377766826307,-0.000401304962795352
fine,47,33,1.8325957145940457,0.36651914291880905,0.022084630900731744,0.021894428613992243,-0.00019020228673950063
fine,47,34,1.8325957145940457,0.47123889803846875,0.02399388286247232,0.022513408218981994,-0.001480474643490326
fine,47,35,1.8325957145940457,0.5759586531581287,0.02353794209548947,0.024242109457127545,0.0007041673616380757
fine,47,36,1.8325957145940457,0.6806784082777884,0.02450681622532813,0.02428160783274474,-0.00022520839258338698
fine,47,37,1.8325957145940457,0.7853981633974481,0.026131105207704418,0.022992214062507704,-0.0031388911451967136
fine,47,38,1.8325957145940457,0.890117918517108,0.024079371756281606,0.024876589158598677,0.0007972174023170714
fine,47,39,1.8325957145940457,0.9948376736367677,0.024934260694374547,0.023857101157902755,-0.0010771595364717917
fine,47,40,1.8325957145940457,1.0995574287564271,0.023395460605807435,0.02499656900269558,0.0016011083968881443
fine,47,41,1.8325957145940457,1.204277183876087,0.024364334735645782,0.026188075067431617,0.0018237403317858357
fine,47,42,1.8325957145940457,1.308996938995747,0.02561817184484882,0.025725448639901893,0.00010727679505307189
fine,47,43,1.8325957145940457,1.4137166941154065,0.02604561631389524,0.02262073056874982,-0.00342488574514542
fine,47,44,1.8325957145940457,1.5184364492350664,0.02496275699231076,0.026460069548461782,0.0014973125561510217
fine,47,45,1.8325957145940457,1.6231562043547263,0.025561179248975968,0.02552348925542533,-3.768999355063807e-05
fine,47,46,1.8325957145940457,1.7278759594743858,0.024563808821200985,0.02543939797760111,0.000875589156400125
fine,47,47,1.8325957145940457,1.8325957145940457,0.024050875458345077,0.024751981685658214,0.000701106227313137
fine,47,48,1.8325957145940457,1.9373154697137056,0.02501974958818383,0.026561748656215977,0.0015419990680321481
fine,47,49,1.8325957145940457,2.042035224833365,0.026843512656115228,0.02687012724915802,2.661459304279315e-05
fine,47,50,1.8325957145940457,2.146754979953025,0.02712847563547928,0.02573753725949383,-0.001390938375985449
fine,47,51,1.8325957145940457,2.251474735072685,0.028467801638491625,0.027554000617983517,-0.0009138010205081079
fine,47,52,1.8325957145940457,2.3561944901923444,0.0282398312550002,0.02808107407834674,-0.00015875717665346165
fine,47,53,1.8325957145940457,2.4609142453120043,0.02906622389515637,0.029733250448315676,0.0006670265531593042
fine,47,54,1.8325957145940457,2.5656340004316642,0.0331126982021294,0.030454754012980426,-0.002657944189148973
fine,47,55,1.8325957145940457,2.6703537555513237,0.033169690798002256,0.031921986838842085,-0.0012477039591601707
fine,47,56,1.8325957145940457,2.7750735106709836,0.0349364612700605,0.032107696560135235,-0.002828764709925262
fine,47,57,1.8325957145940457,2.8797932657906435,0.03485097237625151,0.03480039371318406,-5.057866306745068e-05
fine,47,58,1.8325957145940457,2.984513020910303,0.03519292795148865,0.03586617888141444,0.0006732509299257894
fine,47,59,1.8325957145940457,3.089232776029963,0.038897446683223966,0.03654978009136393,-0.0023476665918600384
fine,48,0,1.9373154697137056,-3.089232776029963,0.039495868939889454,0.040844791648934835,0.0013489227090453804
fine,48,1,1.9373154697137056,-2.9845130209103035,0.040493239367664614,0.04085656962658296,0.0003633302589183471
fine,48,2,1.9373154697137056,-2.879793265790644,0.037786091063703765,0.04231795072351515,0.004531859659811385
fine,48,3,1.9373154697137056,-2.7750735106709836,0.040863691240838,0.04361874168522284,0.0027550504443848364
fine,48,4,1.9373154697137056,-2.670353755551324,0.0412911357098846,0.042107336424450505,0.0008162007145659025
fine,48,5,1.9373154697137056,-2.5656340004316647,0.039723839323380875,0.039602819400548585,-0.00012101992283228974
fine,48,6,1.9373154697137056,-2.4609142453120048,0.039068424470843195,0.03774611093047889,-0.0013223135403643074
fine,48,7,1.9373154697137056,-2.356194490192345,0.039467372641953026,0.03967164348942782,0.00020427084747479118
fine,48,8,1.9373154697137056,-2.2514747350726854,0.03841300961830518,0.037642530269609856,-0.0007704793486953271
fine,48,9,1.9373154697137056,-2.1467549799530254,0.03607631318751822,0.03658697700083722,0.000510663813318997
fine,48,10,1.9373154697137056,-2.0420352248333655,0.03636127616688235,0.03388284741802417,-0.0024784287488581816
fine,48,11,1.9373154697137056,-1.9373154697137058,0.035021950163870226,0.034619443967524914,-0.00040250619634531193
fine,48,12,1.9373154697137056,-1.8325957145940461,0.03294172041451104,0.034525830063063305,0.0015841096485522677
fine,48,13,1.9373154697137056,-1.7278759594743862,0.031801868497053916,0.03304838024978805,0.0012465117527341307
fine,48,14,1.9373154697137056,-1.6231562043547265,0.031488409219753134,0.029561999094352354,-0.00192641012540078
fine,48,15,1.9373154697137056,-1.5184364492350668,0.030747505473406066,0.028835227911558885,-0.0019122775618471803
fine,48,16,1.9373154697137056,-1.413716694115407,0.028952238703411088,0.030097514040912737,0.0011452753375016493
fine,48,17,1.9373154697137056,-1.3089969389957472,0.027413438614843903,0.029141839980348375,0.0017284013655044714
fine,48,18,1.9373154697137056,-1.2042771838760875,0.027954868275636098,0.02603477985334228,-0.0019200884222938183
fine,48,19,1.9373154697137056,-1.0995574287564276,0.02513373477992971,0.02657346751277505,0.0014397327328453426
fine,48,20,1.9373154697137056,-0.9948376736367679,0.025874638526276784,0.023832892658239863,-0.002041745868036921
fine,48,21,1.9373154697137056,-0.8901179185171082,0.02530471256754833,0.024300180486810947,-0.0010045320807373845
fine,48,22,1.9373154697137056,-0.7853981633974485,0.023993882862472525,0.025030595260439405,0.0010367123979668803
fine,48,23,1.9373154697137056,-0.6806784082777886,0.023167490222316105,0.023023670688899153,-0.00014381953341695286
fine,48,24,1.9373154697137056,-0.5759586531581289,0.02490576439643833,0.023578505202688282,-0.001327259193750048
fine,48,25,1.9373154697137056,-0.4712388980384692,0.023509445797553246,0.0225739592760128,-0.0009354865215404455
fine,48,26,1.9373154697137056,-0.36651914291880927,0.023651927287235388,0.02318745956207324,-0.00046446772516214874
fine,48,27,1.9373154697137056,-0.2617993877991496,0.023395460605807633,0.023284417800705903,-0.00011104280510173051
fine,48,28,1.9373154697137056,-0.15707963267948988,0.02282553464707897,0.02205205874468803,-0.0007734759023909389
fine,48,29,1.9373154697137056,-0.05235987755982996,0.023537942095489674,0.024641368923235474,0.0011034268277458
fine,48,30,1.9373154697137056,0.05235987755982974,0.023509445797553343,0.023319317727769264,-0.00019012806978407903
fine,48,31,1.9373154697137056,0.15707963267948943,0.02236959388009612,0.02356221401476014,0.001192620134664018
fine,48,32,1.9373154697137056,0.26179938779914935,0.024991253290247508,0.023893711834993624,-0.0010975414552538837
fine,48,33,1.9373154697137056,0.36651914291880905,0.025019749588184044,0.02225008731755689,-0.0027696622706271552
fine,48,34,1.9373154697137056,0.47123889803846875,0.02550418665310322,0.024534063474815418,-0.000970123178287801
fine,48,35,1.9373154697137056,0.5759586531581287,0.024592305119137514,0.023461312869858624,-0.00113099224927889
fine,48,36,1.9373154697137056,0.6806784082777884,0.02598862371802261,0.024053999317786096,-0.0019346244002365134
fine,48,37,1.9373154697137056,0.7853981633974481,0.025532682951039647,0.025634584627336355,0.0001019016762967076
fine,48,38,1.9373154697137056,0.890117918517108,0.025390201461357505,0.025893343045902354,0.0005031415845448486
fine,48,39,1.9373154697137056,0.9948376736367677,0.02709997933754331,0.026031555271193992,-0.0010684240663493168
fine,48,40,1.9373154697137056,1.0995574287564271,0.026672534868496887,0.026484106866391747,-0.00018842800210513988
fine,48,41,1.9373154697137056,1.204277183876087,0.0261026089097681,0.026288137838803623,0.0001855289290355229
fine,48,42,1.9373154697137056,1.308996938995747,0.027555920104526163,0.0275571583580675,1.2382535413378581e-06
fine,48,43,1.9373154697137056,1.4137166941154065,0.026729527464369744,0.026021359185183585,-0.0007081682791861589
fine,48,44,1.9373154697137056,1.5184364492350664,0.02815434236119092,0.027938296761133824,-0.0002160456000570958
fine,48,45,1.9373154697137056,1.6231562043547263,0.027555920104526163,0.026339876857443018,-0.0012160432470831456
fine,48,46,1.9373154697137056,1.7278759594743858,0.02664403857056046,0.02927828272079204,0.0026342441502315815
fine,48,47,1.9373154697137056,1.8325957145940457,0.027612912700398784,0.02737448103947891,-0.00023843166091987514
fine,48,48,1.9373154697137056,1.9373154697137056,0.026786520060242597,0.028308714067104442,0.0015221940068618454
fine,48,49,1.9373154697137056,2.042035224833365,0.027783890488017587,0.028583827285035817,0.0007999367970182303
fine,48,50,1.9373154697137056,2.146754979953025,0.028068853467381638,0.029156924993870084,0.001088071526488446
fine,48,51,1.9373154697137056,2.251474735072685,0.030177579514677564,0.030333778206439427,0.00015619869176186282
fine,48,52,1.9373154697137056,2.3561944901923444,0.029379683172457576,0.03190040473096817,0.002520721558510592
fine,48,53,1.9373154697137056,2.4609142453120043,0.03371112045879439,0.032184194201584075,-0.0015269262572103134
fine,48,54,1.9373154697137056,2.5656340004316642,0.036218794677200364,0.03441593351957875,-0.001802861157621613
fine,48,55,1.9373154697137056,2.6703537555513237,0.03487946867418824,0.03242904962736143,-0.0024504190468268086
fine,48,56,1.9373154697137056,2.7750735106709836,0.035677365016407926,0.03581230682044219,0.00013494180403426231
fine,48,57,1.9373154697137056,2.8797932657906435,0.036047816889581794,0.03861111535089372,0.0025632984613119247
fine,48,58,1.9373154697137056,2.984513020910303,0.039068424470843195,0.038904728992617786,-0.00016369547822540909
fine,48,59,1.9373154697137056,3.089232776029963,0.040721209751155694,0.040133159759046994,-0.000588049992108701
fine,49,0,2.042035224833365,-3.089232776029963,0.04368482473654439,0.041396446138270246,-0.002288378598274146
fine,49,1,2.042035224833365,-2.9845130209103035,0.04428324699320957,0.04176996236406516,-0.0025132846291444078
fine,49,2,2.042035224833365,-2.879793265790644,0.042858432096387976,0.04163968547257917,-0.001218746623808803
fine,49,3,2.042035224833365,-2.7750735106709836,0.04351384694892582,0.04250190748046904,-0.0010119394684567837
fine,49,4,2.042035224833365,-2.670353755551324,0.04134812830575745,0.04408586664492159,0.0027377383391641377
fine,49,5,2.042035224833365,-2.5656340004316647,0.042544972819087264,0.04190109604336709,-0.0006438767757201702
fine,49,6,2.042035224833365,-2.4609142453120048,0.04120564681607532,0.042500391032034644,0.0012947442159593273
fine,49,7,2.042035224833365,-2.356194490192345,0.04208903205210441,0.04293430981024679,0.0008452777581423807
fine,49,8,2.042035224833365,-2.2514747350726854,0.04029376528210944,0.0402427701368476,-5.0995145261842345e-05
fine,49,9,2.042035224833365,-2.1467549799530254,0.040293765282109616,0.0420969019760371,0.0018031366939274818
fine,49,10,2.042035224833365,-2.0420352248333655,0.037615113276085195,0.03611008312112856,-0.0015050301549566353
fine,49,11,2.042035224833365,-1.9373154697137058,0.03664623914624664,0.035672914462758526,-0.000973324683488111
fine,49,12,2.042035224833365,-1.8325957145940461,0.034964957567997446,0.033779768063136074,-0.0011851895048613711
fine,49,13,2.042035224833365,-1.7278759594743862,0.03456600939688745,0.03522130869785268,0.00065529930096523
fine,49,14,2.042035224833365,-1.6231562043547265,0.03177337219911742,0.03348788853134053,0.0017145163322231094
fine,49,15,2.042035224833365,-1.5184364492350668,0.032400290753718905,0.03044236019670292,-0.0019579305570159855
fine,49,16,2.042035224833365,-1.413716694115407,0.03023457211055036,0.0304728257451974,0.00023825363464704055
fine,49,17,2.042035224833365,-1.3089969389957472,0.02715697193341605,0.02742935803854749,0.00027238610513143774
fine,49,18,2.042035224833365,-1.2042771838760875,0.02727095712516182,0.02965248115858397,0.00238152403342215
fine,49,19,2.042035224833365,-1.0995574287564276,0.027869379381826813,0.02694834677257447,-0.0009210326092523417
fine,49,20,2.042035224833365,-0.9948376736367679,0.02698599414579748,0.02775403489212666,0.0007680407463291801
fine,49,21,2.042035224833365,-0.8901179185171082,0.027156971933416166,0.028197125285684636,0.0010401533522684699
fine,49,22,2.042035224833365,-0.7853981633974485,0.024478319927391804,0.02639609447542392,0.0019177745480321168
fine,49,23,2.042035224833365,-0.6806784082777886,0.02567516444072179,0.02411689000938834,-0.00155827443133345
fine,49,24,2.042035224833365,-0.5759586531581289,0.02484877180056547,0.022961848955721977,-0.001886922844843493
fine,49,25,2.042035224833365,-0.4712388980384692,0.024848771800565366,0.02518279053031854,0.000334018729753173
fine,49,26,2.042035224833365,-0.36651914291880927,0.023509445797553246,0.022751412660985598,-0.0007580331365676478
fine,49,27,2.042035224833365,-0.2617993877991496,0.024164860650091196,0.024502869377903625,0.00033800872781242913
fine,49,28,2.042035224833365,-0.15707963267948988,0.0237659124789811,0.022271661384298674,-0.001494251094682427
fine,49,29,2.042035224833365,-0.05235987755982996,0.024449823629455376,0.023383120223181748,-0.001066703406273628
fine,49,30,2.042035224833365,0.05235987755982974,0.02422185324596405,0.024476202006051852,0.0002543487600878032
fine,49,31,2.042035224833365,0.15707963267948943,0.02419335694802752,0.02533135237853241,0.0011379954305048914
fine,49,32,2.042035224833365,0.26179938779914935,0.026302082995323207,0.024780219598986786,-0.0015218633963364203
fine,49,33,2.042035224833365,0.36651914291880905,0.02613110520770475,0.02661753174522651,0.0004864265375217579
fine,49,34,2.042035224833365,0.47123889803846875,0.026501557080878205,0.024157305574666655,-0.0023442515062115504
fine,49,35,2.042035224833365,0.5759586531581287,0.026302082995323207,0.024965308441606698,-0.001336774553716509
fine,49,36,2.042035224833365,0.6806784082777884,0.027555920104526163,0.025425698427127674,-0.0021302216773984896
fine,49,37,2.042035224833365,0.7853981633974481,0.027669905296271755,0.0253252530374878,-0.0023446522587839552
fine,49,38,2.042035224833365,0.890117918517108,0.02701449044373391,0.02697047313611148,-4.401730762242789e-05
fine,49,39,2.042035224833365,0.9948376736367677,0.02923720168277543,0.026426685263760536,-0.0028105164190148947
fine,49,40,2.042035224833365,1.0995574287564271,0.0284962979364283,0.0299003885290582,0.0014040905926299002
fine,49,41,2.042035224833365,1.204277183876087,0.029522164662139465,0.029138109102520255,-0.0003840555596192098
fine,49,42,2.042035224833365,1.308996938995747,0.029322690576584716,0.02793111008698244,-0.0013915804896022753
fine,49,43,2.042035224833365,1.4137166941154065,0.02712847563547974,0.02913344315647405,0.00200496752099431
fine,49,44,2.042035224833365,1.5184364492350664,0.029949609131185884,0.029416864295669042,-0.0005327448355168414
fine,49,45,2.042035224833365,1.6231562043547263,0.030576527685787558,0.02927343115442574,-0.0013030965313618192
fine,49,46,2.042035224833365,1.7278759594743858,0.030946979558961127,0.028871608752011124,-0.0020753708069500033
fine,49,47,2.042035224833365,1.8325957145940457,0.03009209062086803,0.030226991435719105,0.0001349008148510758
fine,49,48,2.042035224833365,1.9373154697137056,0.03200134258260898,0.03000514168778773,-0.0019962008948212484
fine,49,49,2.042035224833365,2.042035224833365,0.031146453644516132,0.030962028620287393,-0.00018442502422873902
fine,49,50,2.042035224833365,2.146754979953025,0.03211532777435442,0.03263092851914368,0.000515600744789263
fine,49,51,2.042035224833365,2.251474735072685,0.033454653777366825,0.032536944836544374,-0.0009177089408224509
fine,49,52,2.042035224833365,2.3561944901923444,0.033312172287684676,0.0331346003246644,-0.000177571963020276
fine,49,53,2.042035224833365,2.4609142453120043,0.0354493946329165,0.036160187448411325,0.0007107928154948262
fine,49,54,2.042035224833365,2.5656340004316642,0.038014061447195345,0.03525397171658821,-0.0027600897306071376
fine,49,55,2.042035224833365,2.6703537555513237,0.037244661402911786,0.03764287261534599,0.00039821121243420465
fine,49,56,2.042035224833365,2.7750735106709836,0.038014061447195026,0.04079835838054238,0.0027842969333473563
fine,49,57,2.042035224833365,2.8797932657906435,0.040892187538774605,0.03955672630836259,-0.001335461230412012
fine,49,58,2.042035224833365,2.984513020910303,0.04151910609337603,0.03972106163526612,-0.0017980444581099098
fine,49,59,2.042035224833365,3.089232776029963,0.04089218753877426,0.03818317921705649,-0.0027090083217177693
fine,50,0,2.146754979953025,-3.089232776029963,0.04744633606415251,0.04447618548693605,-0.00297015057721646
fine,50,1,2.146754979953025,-2.9845130209103035,0.045024150739556325,0.04695354439072288,0.0019293936511665527
fine,50,2,2.146754979953025,-2.879793265790644,0.045309113718920414,0.045314578857656974,5.465138736560071e-06
fine,50,3,2.146754979953025,-2.7750735106709836,0.046933402701296804,0.04698082422498832,4.7421523691512646e-05
fine,50,4,2.146754979953025,-2.670353755551324,0.04567956559209418,0.045905740896559875,0.00022617530446569778
fine,50,5,2.146754979953025,-2.5656340004316647,0.04379880992828973,0.044668151279659736,0.0008693413513700052
fine,50,6,2.146754979953025,-2.4609142453120048,0.043057906181942794,0.04387931294622189,0.0008214067642790951
fine,50,7,2.146754979953025,-2.356194490192345,0.041462113497502645,0.04682239175203263,0.0053602782545299835
fine,50,8,2.146754979953025,-2.2514747350726854,0.040436246771791244,0.04337477235364414,0.0029385255818528966
fine,50,9,2.146754979953025,-2.1467549799530254,0.04160459498718496,0.03836819475055151,-0.0032364002366334493
fine,50,10,2.146754979953025,-2.0420352248333655,0.037843083659576296,0.04043086584427444,0.0025877821846981425
fine,50,11,2.146754979953025,-1.9373154697137058,0.03741563919052988,0.03703693079637413,-0.00037870839415574814
fine,50,12,2.146754979953025,-1.8325957145940461,0.03687420952973783,0.035582215361830656,-0.001291994167907172
fine,50,13,2.146754979953025,-1.7278759594743862,0.03505044646180643,0.03656974981990708,0.001519303358100646
fine,50,14,2.146754979953025,-1.6231562043547265,0.03376811305466711,0.035345809003395796,0.0015776959487286898
fine,50,15,2.146754979953025,-1.5184364492350668,0.03305570560625647,0.03260193652969561,-0.0004537690765608615
fine,50,16,2.146754979953025,-1.413716694115407,0.031089461048642946,0.030096231367327374,-0.0009932296813155717
fine,50,17,2.146754979953025,-1.3089969389957472,0.031174949942452162,0.032333757958858456,0.0011588080164062937
fine,50,18,2.146754979953025,-1.2042771838760875,0.030149083216740816,0.02961684690365829,-0.0005322363130825271
fine,50,19,2.146754979953025,-1.0995574287564276,0.029322690576584407,0.030124285795591607,0.0008015952190072
fine,50,20,2.146754979953025,-0.9948376736367679,0.026416068187068698,0.02701254106085151,0.0005964728737828107
fine,50,21,2.146754979953025,-0.8901179185171082,0.027926371977699496,0.02653621867001645,-0.0013901533076830473
fine,50,22,2.146754979953025,-0.7853981633974485,0.026957497847860827,0.02650399944176487,-0.00045349840609595557
fine,50,23,2.146754979953025,-0.6806784082777886,0.025903134824212994,0.025779321847450003,-0.00012381297676299086
fine,50,24,2.146754979953025,-0.5759586531581289,0.0261026089097681,0.02546251081706058,-0.0006400980927075209
fine,50,25,2.146754979953025,-0.4712388980384692,0.025903134824212994,0.025453438746420046,-0.0004496960777929486
fine,50,26,2.146754979953025,-0.36651914291880927,0.02653005337881441,0.025098986507348348,-0.0014310668714660607
fine,50,27,2.146754979953025,-0.2617993877991496,0.025475690355166683,0.025115119239887226,-0.0003605711152794566
fine,50,28,2.146754979953025,-0.15707963267948988,0.02493426069437444,0.02433899240603593,-0.0005952682883385088
fine,50,29,2.146754979953025,-0.05235987755982996,0.024136364352154462,0.02615719310415457,0.002020828752000107
fine,50,30,2.146754979953025,0.05235987755982974,0.024478319927391697,0.023904266918098216,-0.0005740530092934806
fine,50,31,2.146754979953025,0.15707963267948943,0.02593163112214942,0.026500971973322723,0.0005693408511733035
fine,50,32,2.146754979953025,0.26179938779914935,0.025447194057230147,0.024624070269446897,-0.0008231237877832503
fine,50,33,2.146754979953025,0.36651914291880905,0.02664403857056023,0.025355755056660986,-0.0012882835138992438
fine,50,34,2.146754979953025,0.47123889803846875,0.026672534868496543,0.02614259925932053,-0.0005299356091760139
fine,50,35,2.146754979953025,0.5759586531581287,0.026729527464369403,0.0280290154812627,0.0012994880168932972
fine,50,36,2.146754979953025,0.6806784082777884,0.028866749809601622,0.026317731208062477,-0.002549018601539145
fine,50,37,2.146754979953025,0.7853981633974481,0.028610283128173646,0.02596536348531726,-0.0026449196428563852
fine,50,38,2.146754979953025,0.890117918517108,0.028952238703410786,0.02786525034854756,-0.0010869883548632261
fine,50,39,2.146754979953025,0.9948376736367677,0.03088998696308801,0.028094157611077846,-0.0027958293520101637
fine,50,40,2.146754979953025,1.0995574287564271,0.030405549898168738,0.031707577747400024,0.0013020278492312867
fine,50,41,2.146754979953025,1.204277183876087,0.029322690576584223,0.031909202472369454,0.0025865118957852304
fine,50,42,2.146754979953025,1.308996938995747,0.02912321649102947,0.03271505043376225,0.00359183394273278
fine,50,43,2.146754979953025,1.4137166941154065,0.03126043883626158,0.031031117526713062,-0.00022932130954851984
fine,50,44,2.146754979953025,1.5184364492350664,0.030633520281659905,0.02958939684096869,-0.0010441234406912137
fine,50,45,2.146754979953025,1.6231562043547263,0.03325517969181154,0.031311738789517284,-0.0019434409022942578
fine,50,46,2.146754979953025,1.7278759594743858,0.03408157233196795,0.03411481296315671,3.324063118875786e-05
fine,50,47,2.146754979953025,1.8325957145940457,0.034964957567996925,0.0345817088455067,-0.0003832487224902231
fine,50,48,2.146754979953025,1.9373154697137056,0.03131743143213443,0.03374407199307394,0.002426640560939511
fine,50,49,2.146754979953025,2.042035224833365,0.032998713010383686,0.033270008019715476,0.00027129500933179007
fine,50,50,2.146754979953025,2.146754979953025,0.036161802081326896,0.033846692169137084,-0.0023151099121898125
fine,50,51,2.146754979953025,2.251474735072685,0.03681721693386505,0.03591615346163002,-0.0009010634722350294
fine,50,52,2.146754979953025,2.3561944901923444,0.035335409441170786,0.03916149183814277,0.0038260823969719845
fine,50,53,2.146754979953025,2.4609142453120043,0.03550638722878906,0.035789846038544744,0.00028345880975568644
fine,50,54,2.146754979953025,2.5656340004316642,0.0419465505624221,0.04031896640745777,-0.0016275841549643344
fine,50,55,2.146754979953025,2.6703537555513237,0.03972383932338071,0.04036119898530816,0.0006373596619274544
fine,50,56,2.146754979953025,2.7750735106709836,0.04174707647686675,0.040566763237543574,-0.0011803132393231747
fine,50,57,2.146754979953025,2.8797932657906435,0.04325738026749779,0.041873136181168,-0.0013842440863297903
fine,50,58,2.146754979953025,2.984513020910303,0.044197758099399916,0.04557951980862973,0.001381761709229816
fine,50,59,2.146754979953025,3.089232776029963,0.044311743291145254,0.04400815102318658,-0.00030359226795867444
fine,51,0,2.251474735072685,-3.089232776029963,0.048785662067165045,0.051151175261945216,0.002365513194780171
fine,51,1,2.251474735072685,-2.9845130209103035,0.04832972130018239,0.049007646360768424,0.0006779250605860321
fine,51,2,2.251474735072685,-2.879793265790644,0.04901363245065646,0.04889018576525916,-0.0001234466853973007
fine,51,3,2.251474735072685,-2.7750735106709836,0.04787378053319934,0.04854108684276056,0.0006673063095612233
fine,51,4,2.251474735072685,-2.670353755551324,0.047588817553835254,0.046234623134417806,-0.0013541944194174482
fine,51,5,2.251474735072685,-2.5656340004316647,0.04559407669828507,0.04723781098127511,0.001643734282990035
fine,51,6,2.251474735072685,-2.4609142453120048,0.04545159520860313,0.04610771917306788,0.0006561239644647457
fine,51,7,2.251474735072685,-2.356194490192345,0.043599335842735114,0.04677641822225154,0.003177082379516423
fine,51,8,2.251474735072685,-2.2514747350726854,0.044340239589082245,0.044168904856274414,-0.00017133473280783046
fine,51,9,2.251474735072685,-2.1467549799530254,0.04308640247987959,0.04365618234557043,0.0005697798656908379
fine,51,10,2.251474735072685,-2.0420352248333655,0.04080669864496515,0.040028990199327624,-0.0007777084456375288
fine,51,11,2.251474735072685,-1.9373154697137058,0.04214602464797727,0.039039489975232204,-0.003106534672745069
fine,51,12,2.251474735072685,-1.8325957145940461,0.0391539133646524,0.03791010405780262,-0.0012438093068497802
fine,51,13,2.251474735072685,-1.7278759594743862,0.03462300199276031,0.03779069618544497,0.0031676941926846586
fine,51,14,2.251474735072685,-1.6231562043547265,0.03470849088656952,0.03561231815160201,0.0009038272650324919
fine,51,15,2.251474735072685,-1.5184364492350668,0.03356863896911246,0.03420827247241328,0.0006396335033008183
fine,51,16,2.251474735072685,-1.413716694115407,0.032200816668163906,0.0341973491000405,0.0019965324318765923
fine,51,17,2.251474735072685,-1.3089969389957472,0.03086149066515171,0.03147863956072715,0.0006171488955754381
fine,51,18,2.251474735072685,-1.2042771838760875,0.03069051287753321,0.029685185731910296,-0.0010053271456229133
fine,51,19,2.251474735072685,-1.0995574287564276,0.029180209086902515,0.029498954070906996,0.00031874498400448134
fine,51,20,2.251474735072685,-0.9948376736367679,0.028866749809601744,0.029545109571082723,0.0006783597614809789
fine,51,21,2.251474735072685,-0.8901179185171082,0.028068853467381874,0.025951021804528535,-0.0021178316628533388
fine,51,22,2.251474735072685,-0.7853981633974485,0.02818283865912747,0.02595868709527524,-0.0022241515638522294
fine,51,23,2.251474735072685,-0.6806784082777886,0.02715697193341605,0.02538187960477231,-0.0017750923286437396
fine,51,24,2.251474735072685,-0.5759586531581289,0.026985994145797595,0.025518149195668405,-0.00146784495012919
fine,51,25,2.251474735072685,-0.4712388980384692,0.024991253290247508,0.02649632043830707,0.0015050671480595634
fine,51,26,2.251474735072685,-0.36651914291880927,0.02482027550262894,0.026458225371438476,0.0016379498688095344
fine,51,27,2.251474735072685,-0.2617993877991496,0.026102608909768323,0.02560554167921758,-0.000497067230550742
fine,51,28,2.251474735072685,-0.15707963267948988,0.027527423806589617,0.025386476316366854,-0.0021409474902227624
fine,51,29,2.251474735072685,-0.05235987755982996,0.025447194057230366,0.025354093255411467,-9.310080181889821e-05
fine,51,30,2.251474735072685,0.05235987755982974,0.024677794012946907,0.027441282889618914,0.0027634888766720073
fine,51,31,2.251474735072685,0.15707963267948943,0.02621659410151392,0.025885315051449618,-0.0003312790500643037
fine,51,32,2.251474735072685,0.26179938779914935,0.02747043121071676,0.025341027503148945,-0.0021294037075678153
