I1_I2_I3,theta1,theta3,log_density,density
1.0,-3.036872898470133,-2.4609142453120048,-6.609728401461355,0.001347197996735104
1.0,-3.036872898470133,-2.408554367752175,-6.6164744266887565,0.001338140350966485
1.0,-3.036872898470133,-2.356194490192345,-6.623495015057306,0.0013287787189173682
1.0,-3.036872898470133,-2.303834612632515,-6.630776722506806,0.0013191380837616292
1.0,-3.036872898470133,-2.2514747350726854,-6.6383089222000615,0.001309239398528015
1.0,-3.036872898470133,-2.199114857512855,-6.646083963368647,0.001299099478533492
1.0,-3.036872898470133,-2.1467549799530254,-6.654097146721109,0.0012887311533443919
1.0,-3.036872898470133,-2.0943951023931957,-6.662346496604099,0.001278143689045276
1.0,-3.036872898470133,-2.0420352248333655,-6.670832324074538,0.0012673434714188868
1.0,-3.036872898470133,-1.9896753472735358,-6.6795565913239825,0.0012563349188788441
1.0,-3.036872898470133,-1.9373154697137058,-6.688522105288349,0.0012451215724378108
1.0,-3.036872898470133,-1.8849555921538759,-6.697731585036591,0.0012337072910038156
1.0,-3.036872898470133,-1.8325957145940461,-6.707186661540621,0.0012220974665645157
1.0,-3.036872898470133,-1.7802358370342162,-6.716886877535716,0.0012103001678492572
1.0,-3.036872898470133,-1.7278759594743862,-6.726828757679228,0.0011983271245423648
1.0,-3.036872898470133,-1.6755160819145565,-6.737005014297982,0.0011861944773760436
1.0,-3.036872898470133,-1.6231562043547265,-6.747403942058584,0.0011739232411271657
1.0,-3.036872898470133,-1.5707963267948966,-6.758009037466505,0.001161539454835808
1.0,-3.036872898470133,-1.5184364492350668,-6.76879885866201,0.0011490740226343782
1.0,-3.036872898470133,-1.4660765716752369,-6.77974712038414,0.0011365622754139373
1.0,-3.036872898470133,-1.413716694115407,-6.790823000881576,0.001124043304765253
1.0,-3.036872898470133,-1.3613568165555772,-6.801991623953323,0.0011115591340473167
1.0,-3.036872898470133,-1.3089969389957472,-6.813214671242259,0.0010991537963782052
1.0,-3.036872898470133,-1.2566370614359172,-6.8244510774270255,0.0010868723865347116
