case,replicate,reference_real,reference_imag,matched,distance,mu_real,mu_imag,lambda_real,lambda_imag,gram_kept,trivial_error
equilibrium_dt2p5e-4,271,-5.963038880424105,5.2927441071235695,1,0.7218515582168679,0.7349218303919224,0.17449498661852145,-5.61139403049848,4.662335056093284,517,8.528733275170453e-13
equilibrium_dt2p5e-4,272,-5.963038880424105,5.2927441071235695,1,0.45530735591249116,0.7334311103758443,0.19451314538341072,-5.520703510381813,5.184835772146272,517,2.41051623106614e-12
equilibrium_dt2p5e-4,273,-5.963038880424105,5.2927441071235695,1,0.07905320686549669,0.7151668986767854,0.19144617345185544,-6.012695574392067,5.231232951550851,518,4.888534022029489e-12
equilibrium_dt2p5e-4,274,-5.963038880424105,5.2927441071235695,1,0.32057108942652257,0.7243448917025127,0.18525711328702454,-5.8161346210148785,5.0078143579861125,516,6.503686478254167e-13
equilibrium_dt2p5e-4,275,-5.963038880424105,5.2927441071235695,1,0.275183015530812,0.7255547782730472,0.19870801496383436,-5.693120752593742,5.346315520257656,517,6.445954880973659e-13
equilibrium_dt2p5e-4,276,-5.963038880424105,5.2927441071235695,1,0.2613155874063754,0.7258295803178889,0.19182817549868503,-5.733632527713937,5.167609932903428,517,1.0771383784913269e-12
equilibrium_dt2p5e-4,277,-5.963038880424105,5.2927441071235695,1,0.4269457119909732,0.7303507926308984,0.18644826980392898,-5.6532539092448,4.998948408348186,517,1.3498091533392653e-12
equilibrium_dt2p5e-4,278,-5.963038880424105,5.2927441071235695,1,0.5097484186088198,0.7350114502834494,0.19847075043443776,-5.453610472860086,5.274684543425083,517,1.1535217225855376e-13
equilibrium_dt2p5e-4,279,-5.963038880424105,5.2927441071235695,1,0.2354968285297418,0.7246986126931572,0.19688223265702057,-5.727884554628851,5.305440536044568,517,5.516698209362403e-13
equilibrium_dt2p5e-4,280,-5.963038880424105,5.2927441071235695,1,0.07660682464292018,0.71439540388473,0.19206934025778538,-6.028469394602368,5.252901248337593,517,2.138844656940364e-12
equilibrium_dt2p5e-4,281,-5.963038880424105,5.2927441071235695,1,0.3333650009444302,0.7280028424620099,0.1897252818224658,-5.691897856479569,5.098798833943251,516,1.3891110484109959e-12
equilibrium_dt2p5e-4,282,-5.963038880424105,5.2927441071235695,1,0.5905905587963496,0.716657652775166,0.21613343822733105,-5.792617673954127,5.858211896236885,517,1.0382805726294464e-12
equilibrium_dt2p5e-4,283,-5.963038880424105,5.2927441071235695,1,0.3613050025867461,0.7126816520168564,0.20702147603915977,-5.964324808957454,5.654046821314891,517,3.930855640987829e-12
equilibrium_dt2p5e-4,284,-5.963038880424105,5.2927441071235695,1,0.17422540161909542,0.7218387148391447,0.19759565431850826,-5.796485581820149,5.343876184076071,516,3.6193270602780103e-13
equilibrium_dt2p5e-4,285,-5.963038880424105,5.2927441071235695,1,0.30635552062299193,0.7276268754457392,0.19214805746039806,-5.685222779782442,5.163624320721773,517,1.94932958663685e-12
equilibrium_dt2p5e-4,286,-5.963038880424105,5.2927441071235695,1,0.4864238460251517,0.7017212795381892,0.18390589628456502,-6.420090458036368,5.126274850550344,517,5.373479439185758e-13
equilibrium_dt2p5e-4,287,-5.963038880424105,5.2927441071235695,1,0.10340002836572787,0.7192385556897186,0.19666676190937143,-5.870195118243141,5.338258958437376,517,7.882583474838611e-14
equilibrium_dt2p5e-4,288,-5.963038880424105,5.2927441071235695,1,0.5568650597076671,0.737277675918741,0.1933164232492688,-5.430912541081499,5.128609242755694,516,6.722400414105323e-13
equilibrium_dt2p5e-4,289,-5.963038880424105,5.2927441071235695,1,0.18584927973316578,0.7210973380089454,0.19916773842518853,-5.804451935283766,5.38964681920322,516,3.948175120171982e-12
equilibrium_dt2p5e-4,290,-5.963038880424105,5.2927441071235695,1,0.19595260786672858,0.7212456638772518,0.1887263430555655,-5.873234797841534,5.118581392166336,516,1.319389042464536e-12
equilibrium_dt2p5e-4,291,-5.963038880424105,5.2927441071235695,1,0.5829741468677216,0.728659975723661,0.1762040934284011,-5.762654527149448,4.745290943027457,516,8.879563750952002e-13
equilibrium_dt2p5e-4,292,-5.963038880424105,5.2927441071235695,1,0.14862964465952,0.7166740881662392,0.18862422793978242,-5.992910609984909,5.147147228569593,517,7.674971769233707e-13
equilibrium_dt2p5e-4,293,-5.963038880424105,5.2927441071235695,1,0.663911073968185,0.7400383231117738,0.18618640500342606,-5.407315529246937,4.929495609406089,517,1.2430056983703253e-12
equilibrium_dt2p5e-4,294,-5.963038880424105,5.2927441071235695,1,0.38719000034866774,0.7185690257386264,0.2083807396095715,-5.802400530402439,5.645038610163736,517,7.696066006701585e-13
equilibrium_dt2p5e-4,295,-5.963038880424105,5.2927441071235695,1,0.29336773950311146,0.7226912565938524,0.18524145697905064,-5.8591373040579064,5.018391973890047,517,6.822320486321587e-13
equilibrium_dt2p5e-4,296,-5.963038880424105,5.2927441071235695,1,0.17431311160779406,0.722283371769372,0.19149251296531855,-5.827466143405005,5.183176347926162,517,7.842615445952106e-13
equilibrium_dt2p5e-4,297,-5.963038880424105,5.2927441071235695,1,0.04723834807400161,0.715737313510421,0.19248544854325017,-5.9905492421063755,5.254343045564399,517,3.1097346919750635e-13
equilibrium_dt2p5e-4,298,-5.963038880424105,5.2927441071235695,1,0.20733382337984832,0.7216624445607236,0.19973999744720414,-5.785822053643668,5.4003615342586695,517,4.1774361747570765e-12
equilibrium_dt2p5e-4,299,-5.963038880424105,5.2927441071235695,1,0.3454280935094622,0.7217379588636874,0.1824730581243623,-5.902258605518034,4.952705394668761,516,3.956834859764058e-13
equilibrium_dt2p5e-4,300,-5.963038880424105,5.2927441071235695,1,0.4002518056127922,0.723670296741814,0.18115811304351084,-5.860576319872411,4.905829476253282,517,3.9457326295178063e-13
equilibrium_dt2p5e-4,301,-5.963038880424105,5.2927441071235695,1,0.6333478013364281,0.7354705812983908,0.18005493624930075,-5.562820280527777,4.801872932827593,517,6.129541318955489e-13
equilibrium_dt2p5e-4,302,-5.963038880424105,5.2927441071235695,1,0.4448532822548033,0.7289167963517134,0.18325984703881393,-5.710997082584701,4.9261798223456434,517,4.616307336391401e-13
equilibrium_dt2p5e-4,303,-5.963038880424105,5.2927441071235695,1,0.30652516188689566,0.7277456433042881,0.19536340248771275,-5.660202370428604,5.245333949103031,517,9.903189379656396e-13
equilibrium_dt2p5e-4,304,-5.963038880424105,5.2927441071235695,1,0.2940137972121879,0.7169363324817777,0.1832475353491309,-6.022515230841092,5.004808911823993,516,3.608224830031759e-13
equilibrium_dt2p5e-4,305,-5.963038880424105,5.2927441071235695,1,0.6089305891754055,0.7369948485690466,0.20412702837472366,-5.364353537905748,5.403975051950914,517,4.14623890776511e-12
equilibrium_dt2p5e-4,306,-5.963038880424105,5.2927441071235695,1,0.4788279323323286,0.7342422803758881,0.19591678566322662,-5.490552986199221,5.2150699895543005,517,6.916689443414725e-14
equilibrium_dt2p5e-4,307,-5.963038880424105,5.2927441071235695,1,0.3110688450537622,0.7274056351556333,0.1905477869030957,-5.701733432997454,5.123974176424292,516,5.365707878013382e-13
equilibrium_dt2p5e-4,308,-5.963038880424105,5.2927441071235695,1,0.2639676958715269,0.7261023402970609,0.19269808882399506,-5.7206796191718325,5.188145192459145,517,3.40394379350073e-12
equilibrium_dt2p5e-4,309,-5.963038880424105,5.2927441071235695,1,0.407510596825242,0.7303996873752749,0.20012591477087482,-5.559379107336845,5.348633946235939,516,6.018519016492974e-13
equilibrium_dt2p5e-4,310,-5.963038880424105,5.2927441071235695,1,0.59821293279494,0.7228348502151529,0.2155455678924579,-5.639625244049149,5.795995865957904,517,3.524958103184872e-13
equilibrium_dt2p5e-4,311,-5.963038880424105,5.2927441071235695,1,0.46185604590443374,0.730085341928451,0.18366993502875079,-5.678206658949145,4.929176214223058,517,5.034861416675085e-13
equilibrium_dt2p5e-4,312,-5.963038880424105,5.2927441071235695,1,0.060994135270320084,0.7185657477977214,0.19364409077864905,-5.908888897868696,5.2646716308056,518,5.865308239094702e-13
