case,mode,lambda_real,lambda_imag,I_equal,theta1,theta3,phi_real,phi_imag
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,3.063052837250048,0.17155147930064296,-0.2986698518429825
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,3.141592653589793,0.14804955780764562,-0.2578538980862535
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-2.9845130209103035,-3.141592653589793,0.21285147821271333,-0.28428150300567256
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-2.9845130209103035,-3.0630528372500483,0.18594189574642783,-0.2425025606328941
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-2.9845130209103035,-2.9845130209103035,0.15592730507430363,-0.19893485504816705
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-2.9845130209103035,-2.9059732045705586,0.12302599644366818,-0.15440225879899105
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-2.9845130209103035,-2.827433388230814,0.08748352589802566,-0.10977004553529113
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-2.9845130209103035,-2.748893571891069,0.04957014971651896,-0.06592500993636918
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-2.9845130209103035,-2.670353755551324,0.009577899323744643,-0.023754940157344973
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-2.9845130209103035,-2.5918139392115793,-0.03218265429835909,0.015872059814379114
