epoch,phase,learning_rate,training_loss,training_nll,training_fp_loss,validation_nll
65,joint,0.001,1090.4062727535088,8.041448884403751,108236.48238691052,8.041145979953194
66,joint,0.001,11.49281701892729,8.047749766460958,344.506725246633,8.044512043245923
67,joint,0.0005,36.06723439336417,8.044313706291094,2802.292068707306,8.04408426270884
68,joint,0.0005,19.806821160891122,8.046656946790979,1176.016421410014,8.043023991139844
69,joint,0.0005,3561.8419221292215,8.043815257034494,355379.81068721885,8.042800748618383
70,joint,0.0005,19.622125419465355,8.043830457434204,1157.8294962031152,8.039913817357506
71,joint,0.0005,11696.523158386895,8.039138529601003,1168848.4019857289,8.038946630689866
72,joint,0.0005,12.003334129653997,8.041850443382273,396.1483686271722,8.043320847674345
73,joint,0.0005,137.41453659681054,8.043679626870887,12937.085696993958,8.04173643245051
74,joint,0.0005,17014.559228190825,8.041635693051877,1700651.7592497775,8.040358341496644
75,joint,0.0005,1706.100041820636,8.041890305633244,169805.81515150025,8.039268320658708
76,joint,0.0005,222.55388578736145,8.042755117485175,21451.113066987633,8.037002259693457
77,joint,0.0005,17.645036877313412,8.037598235561084,960.7438641752327,8.036907828402985
78,joint,0.0005,12.52463074973811,8.040010754232727,448.4619995505393,8.035463016538023
79,joint,0.0005,91.2926382403552,8.039705113813188,8325.293312654205,8.037226321603498
80,joint,0.0005,23.95131089693252,8.038334877396675,1591.2976019535863,8.03856908627521
81,joint,0.0005,5147.912108806238,8.035838304327104,513987.62705019116,8.038035705068635
