case,source,sector,angle,bin,theta,density
equilibrium,direct_trajectory,low,theta1,48,1.0908307824964556,0.12858042971291786
equilibrium,direct_trajectory,low,theta1,49,1.178097245096172,0.13139224111026765
equilibrium,direct_trajectory,low,theta1,50,1.2653637076958888,0.1310652862966223
equilibrium,direct_trajectory,low,theta1,51,1.3526301702956056,0.13793133738317412
equilibrium,direct_trajectory,low,theta1,52,1.439896632895322,0.13974048735201158
equilibrium,direct_trajectory,low,theta1,53,1.5271630954950384,0.14333699030211014
equilibrium,direct_trajectory,low,theta1,54,1.6144295580947547,0.14765279384222843
equilibrium,direct_trajectory,low,theta1,55,1.7016960206944711,0.1509659359538344
equilibrium,direct_trajectory,low,theta1,56,1.7889624832941875,0.15382134132633687
equilibrium,direct_trajectory,low,theta1,57,1.8762289458939039,0.16275810623264242
equilibrium,direct_trajectory,low,theta1,58,1.9634954084936203,0.16650718809577547
equilibrium,direct_trajectory,low,theta1,59,2.050761871093337,0.17518238915116474
equilibrium,direct_trajectory,low,theta1,60,2.138028333693054,0.18069702700798254
equilibrium,direct_trajectory,low,theta1,61,2.2252947962927703,0.18812979977151958
equilibrium,direct_trajectory,low,theta1,62,2.3125612588924866,0.19828719598210098
equilibrium,direct_trajectory,low,theta1,63,2.399827721492203,0.20569817175806165
equilibrium,direct_trajectory,low,theta1,64,2.4870941840919194,0.21306555355886964
equilibrium,direct_trajectory,low,theta1,65,2.574360646691636,0.2153106432792342
equilibrium,direct_trajectory,low,theta1,66,2.661627109291352,0.22008418355845594
equilibrium,direct_trajectory,low,theta1,67,2.7488935718910685,0.22311396483156926
equilibrium,direct_trajectory,low,theta1,68,2.8361600344907854,0.2298274370050866
equilibrium,direct_trajectory,low,theta1,69,2.923426497090502,0.23309698514153984
equilibrium,direct_trajectory,low,theta1,70,3.0106929596902186,0.2357344206382788
equilibrium,direct_trajectory,low,theta1,71,3.097959422289935,0.2364537212282985
equilibrium,direct_trajectory,low,theta3,0,-3.097959422289935,0.24218632896087985
equilibrium,direct_trajectory,low,theta3,1,-3.0106929596902186,0.2384372470977468
equilibrium,direct_trajectory,low,theta3,2,-2.923426497090502,0.23667169110406205
equilibrium,direct_trajectory,low,theta3,3,-2.8361600344907854,0.2346663682470374
equilibrium,direct_trajectory,low,theta3,4,-2.748893571891069,0.22577319731588458
equilibrium,direct_trajectory,low,theta3,5,-2.6616271092913526,0.22413842324765795
equilibrium,direct_trajectory,low,theta3,6,-2.574360646691636,0.21570298905560858
equilibrium,direct_trajectory,low,theta3,7,-2.4870941840919194,0.20530582598168728
equilibrium,direct_trajectory,low,theta3,8,-2.399827721492203,0.20205807483281038
equilibrium,direct_trajectory,low,theta3,9,-2.3125612588924866,0.19089801719371666
equilibrium,direct_trajectory,low,theta3,10,-2.2252947962927703,0.18616807088964762
equilibrium,direct_trajectory,low,theta3,11,-2.138028333693054,0.17705693008273127
equilibrium,direct_trajectory,low,theta3,12,-2.0507618710933375,0.16897024769190358
equilibrium,direct_trajectory,low,theta3,13,-1.9634954084936207,0.164022331512071
equilibrium,direct_trajectory,low,theta3,14,-1.8762289458939043,0.16299787309598232
equilibrium,direct_trajectory,low,theta3,15,-1.7889624832941877,0.15964113700922367
equilibrium,direct_trajectory,low,theta3,16,-1.7016960206944713,0.15384313831391325
equilibrium,direct_trajectory,low,theta3,17,-1.6144295580947547,0.14981069561228758
equilibrium,direct_trajectory,low,theta3,18,-1.5271630954950384,0.1481541245564846
equilibrium,direct_trajectory,low,theta3,19,-1.439896632895322,0.14170221623388354
equilibrium,direct_trajectory,low,theta3,20,-1.3526301702956054,0.1389993897744155
equilibrium,direct_trajectory,low,theta3,21,-1.2653637076958888,0.1378441494328687
equilibrium,direct_trajectory,low,theta3,22,-1.1780972450961724,0.13086911340843513
equilibrium,direct_trajectory,low,theta3,23,-1.090830782496456,0.12892918151413954
equilibrium,direct_trajectory,low,theta3,24,-1.0035643198967397,0.12520189663858283
equilibrium,direct_trajectory,low,theta3,25,-0.9162978572970231,0.11992702564510493
equilibrium,direct_trajectory,low,theta3,26,-0.8290313946973065,0.11872819132840541
equilibrium,direct_trajectory,low,theta3,27,-0.7417649320975901,0.11864100337809999
equilibrium,direct_trajectory,low,theta3,28,-0.6544984694978737,0.1155894251174103
equilibrium,direct_trajectory,low,theta3,29,-0.5672320068981571,0.11755115399928225
equilibrium,direct_trajectory,low,theta3,30,-0.4799655442984405,0.11619974076954824
equilibrium,direct_trajectory,low,theta3,31,-0.39269908169872414,0.11247245589399155
equilibrium,direct_trajectory,low,theta3,32,-0.30543261909900776,0.11149159145305557
equilibrium,direct_trajectory,low,theta3,33,-0.21816615649929139,0.11061971195000136
equilibrium,direct_trajectory,low,theta3,34,-0.1308996938995748,0.11214550108034622
equilibrium,direct_trajectory,low,theta3,35,-0.04363323129985819,0.11316995949643491
equilibrium,direct_trajectory,low,theta3,36,0.04363323129985819,0.11367129021069107
equilibrium,direct_trajectory,low,theta3,37,0.13089969389957457,0.11434699682555807
equilibrium,direct_trajectory,low,theta3,38,0.21816615649929116,0.1103145541239324
equilibrium,direct_trajectory,low,theta3,39,0.30543261909900776,0.11184034325427725
equilibrium,direct_trajectory,low,theta3,40,0.39269908169872414,0.11334433539704573
equilibrium,direct_trajectory,low,theta3,41,0.4799655442984405,0.11460856067647433
equilibrium,direct_trajectory,low,theta3,42,0.5672320068981569,0.11369308719826741
equilibrium,direct_trajectory,low,theta3,43,0.6544984694978735,0.11319175648401125
equilibrium,direct_trajectory,low,theta3,44,0.7417649320975901,0.11633052269500636
equilibrium,direct_trajectory,low,theta3,45,0.8290313946973065,0.11994882263268129
equilibrium,direct_trajectory,low,theta3,46,0.9162978572970228,0.12633533999255328
equilibrium,direct_trajectory,low,theta3,47,1.0035643198967392,0.12422103219764687
equilibrium,direct_trajectory,low,theta3,48,1.0908307824964556,0.12267344607972566
equilibrium,direct_trajectory,low,theta3,49,1.178097245096172,0.13235130856362726
equilibrium,direct_trajectory,low,theta3,50,1.2653637076958888,0.13089091039601147
equilibrium,direct_trajectory,low,theta3,51,1.3526301702956056,0.13076012847055335
equilibrium,direct_trajectory,low,theta3,52,1.439896632895322,0.13917376567502635
equilibrium,direct_trajectory,low,theta3,53,1.5271630954950384,0.14479738846972592
equilibrium,direct_trajectory,low,theta3,54,1.6144295580947547,0.1445794185939624
equilibrium,direct_trajectory,low,theta3,55,1.7016960206944711,0.1554561153945635
equilibrium,direct_trajectory,low,theta3,56,1.7889624832941875,0.15804995691614973
equilibrium,direct_trajectory,low,theta3,57,1.8762289458939039,0.16360818874812025
equilibrium,direct_trajectory,low,theta3,58,1.9634954084936203,0.16572249654302668
equilibrium,direct_trajectory,low,theta3,59,2.050761871093337,0.17553114095238642
equilibrium,direct_trajectory,low,theta3,60,2.138028333693054,0.17788521561063275
equilibrium,direct_trajectory,low,theta3,61,2.2252947962927703,0.1822228161383274
equilibrium,direct_trajectory,low,theta3,62,2.3125612588924866,0.18599369498903678
equilibrium,direct_trajectory,low,theta3,63,2.399827721492203,0.19894110560939163
equilibrium,direct_trajectory,low,theta3,64,2.4870941840919194,0.20508785610592373
equilibrium,direct_trajectory,low,theta3,65,2.574360646691636,0.21088585480123415
equilibrium,direct_trajectory,low,theta3,66,2.661627109291352,0.21653127458351007
equilibrium,direct_trajectory,low,theta3,67,2.7488935718910685,0.22398584433462346
equilibrium,direct_trajectory,low,theta3,68,2.8361600344907854,0.22793109908594372
equilibrium,direct_trajectory,low,theta3,69,2.923426497090502,0.2333585489924561
equilibrium,direct_trajectory,low,theta3,70,3.0106929596902186,0.24083491573114585
equilibrium,direct_trajectory,low,theta3,71,3.097959422289935,0.2434723512278848
equilibrium,direct_trajectory,middle,theta1,0,-3.097959422289935,0.23981841021719522
equilibrium,direct_trajectory,middle,theta1,1,-3.0106929596902186,0.23654130704396217
equilibrium,direct_trajectory,middle,theta1,2,-2.923426497090502,0.2326087832360825
equilibrium,direct_trajectory,middle,theta1,3,-2.8361600344907854,0.22708140255056275
equilibrium,direct_trajectory,middle,theta1,4,-2.748893571891069,0.2243504832395352
equilibrium,direct_trajectory,middle,theta1,5,-2.6616271092913526,0.2164417409147994
equilibrium,direct_trajectory,middle,theta1,6,-2.574360646691636,0.20984383985935684
equilibrium,direct_trajectory,middle,theta1,7,-2.4870941840919194,0.20130152425446268
equilibrium,direct_trajectory,middle,theta1,8,-2.399827721492203,0.19378603431051486
equilibrium,direct_trajectory,middle,theta1,9,-2.3125612588924866,0.1909458782270462
equilibrium,direct_trajectory,middle,theta1,10,-2.2252947962927703,0.1843042824626272
equilibrium,direct_trajectory,middle,theta1,11,-2.138028333693054,0.17648292955584433
equilibrium,direct_trajectory,middle,theta1,12,-2.0507618710933375,0.16811539278685592
equilibrium,direct_trajectory,middle,theta1,13,-1.9634954084936207,0.1648819843225993
equilibrium,direct_trajectory,middle,theta1,14,-1.8762289458939043,0.16201998088464242
equilibrium,direct_trajectory,middle,theta1,15,-1.7889624832941877,0.15703878406132818
equilibrium,direct_trajectory,middle,theta1,16,-1.7016960206944713,0.1520357398835257
equilibrium,direct_trajectory,middle,theta1,17,-1.6144295580947547,0.14805952136666958
equilibrium,direct_trajectory,middle,theta1,18,-1.5271630954950384,0.14211704094587363
equilibrium,direct_trajectory,middle,theta1,19,-1.439896632895322,0.14266322480807914
equilibrium,direct_trajectory,middle,theta1,20,-1.3526301702956054,0.13787865417515888
equilibrium,direct_trajectory,middle,theta1,21,-1.2653637076958888,0.13294115206082108
equilibrium,direct_trajectory,middle,theta1,22,-1.1780972450961724,0.1301883853953053
equilibrium,direct_trajectory,middle,theta1,23,-1.090830782496456,0.12951111740617047
equilibrium,direct_trajectory,middle,theta1,24,-1.0035643198967397,0.12099064915576452
equilibrium,direct_trajectory,middle,theta1,25,-0.9162978572970231,0.12120912270064672
equilibrium,direct_trajectory,middle,theta1,26,-0.8290313946973065,0.12066293883844122
equilibrium,direct_trajectory,middle,theta1,27,-0.7417649320975901,0.11963611317749485
equilibrium,direct_trajectory,middle,theta1,28,-0.6544984694978737,0.11570358936961518
equilibrium,direct_trajectory,middle,theta1,29,-0.5672320068981571,0.115288489634339
equilibrium,direct_trajectory,middle,theta1,30,-0.4799655442984405,0.11699258328442019
equilibrium,direct_trajectory,middle,theta1,31,-0.39269908169872414,0.11456752693622772
equilibrium,direct_trajectory,middle,theta1,32,-0.30543261909900776,0.11498262667150391
equilibrium,direct_trajectory,middle,theta1,33,-0.21816615649929139,0.11417427455543976
equilibrium,direct_trajectory,middle,theta1,34,-0.1308996938995748,0.11257941767779968
equilibrium,direct_trajectory,middle,theta1,35,-0.04363323129985819,0.11229540206945281
equilibrium,direct_trajectory,middle,theta1,36,0.04363323129985819,0.11360624333874603
equilibrium,direct_trajectory,middle,theta1,37,0.13089969389957457,0.1153977264067801
equilibrium,direct_trajectory,middle,theta1,38,0.21816615649929116,0.11609684175040315
equilibrium,direct_trajectory,middle,theta1,39,0.30543261909900776,0.11727659889276705
equilibrium,direct_trajectory,middle,theta1,40,0.39269908169872414,0.11614053645937959
equilibrium,direct_trajectory,middle,theta1,41,0.4799655442984405,0.11688334651197908
equilibrium,direct_trajectory,middle,theta1,42,0.5672320068981569,0.11760430921009037
equilibrium,direct_trajectory,middle,theta1,43,0.6544984694978735,0.1188277610614307
equilibrium,direct_trajectory,middle,theta1,44,0.7417649320975901,0.11876221899796605
equilibrium,direct_trajectory,middle,theta1,45,0.8290313946973065,0.12158052772694647
equilibrium,direct_trajectory,middle,theta1,46,0.9162978572970228,0.12245442190647529
equilibrium,direct_trajectory,middle,theta1,47,1.0035643198967392,0.12466100470978554
equilibrium,direct_trajectory,middle,theta1,48,1.0908307824964556,0.12649618248679606
equilibrium,direct_trajectory,middle,theta1,49,1.178097245096172,0.13335625179609725
equilibrium,direct_trajectory,middle,theta1,50,1.2653637076958888,0.1333780991505855
equilibrium,direct_trajectory,middle,theta1,51,1.3526301702956056,0.13333440444160904
equilibrium,direct_trajectory,middle,theta1,52,1.439896632895322,0.1380971277200411
equilibrium,direct_trajectory,middle,theta1,53,1.5271630954950384,0.1413305361842977
equilibrium,direct_trajectory,middle,theta1,54,1.6144295580947547,0.14834353697501645
equilibrium,direct_trajectory,middle,theta1,55,1.7016960206944711,0.15393645972400088
equilibrium,direct_trajectory,middle,theta1,56,1.7889624832941875,0.15699508935235174
equilibrium,direct_trajectory,middle,theta1,57,1.8762289458939039,0.16593065733803386
equilibrium,direct_trajectory,middle,theta1,58,1.9634954084936203,0.16741627744323284
equilibrium,direct_trajectory,middle,theta1,59,2.050761871093337,0.17226639013961778
equilibrium,direct_trajectory,middle,theta1,60,2.138028333693054,0.1786239702956899
equilibrium,direct_trajectory,middle,theta1,61,2.2252947962927703,0.18384548801837458
equilibrium,direct_trajectory,middle,theta1,62,2.3125612588924866,0.19107696235397553
equilibrium,direct_trajectory,middle,theta1,63,2.399827721492203,0.20309300732249674
equilibrium,direct_trajectory,middle,theta1,64,2.4870941840919194,0.20580207927903607
equilibrium,direct_trajectory,middle,theta1,65,2.574360646691636,0.2126839959428255
equilibrium,direct_trajectory,middle,theta1,66,2.661627109291352,0.21657282504172873
equilibrium,direct_trajectory,middle,theta1,67,2.7488935718910685,0.22684108165119232
equilibrium,direct_trajectory,middle,theta1,68,2.8361600344907854,0.22823931233843842
equilibrium,direct_trajectory,middle,theta1,69,2.923426497090502,0.23977471550821877
equilibrium,direct_trajectory,middle,theta1,70,3.0106929596902186,0.24412233905137465
equilibrium,direct_trajectory,middle,theta1,71,3.097959422289935,0.23826724804853158
equilibrium,direct_trajectory,middle,theta3,0,-3.097959422289935,0.24361984989814559
equilibrium,direct_trajectory,middle,theta3,1,-3.0106929596902186,0.23907560016459573
equilibrium,direct_trajectory,middle,theta3,2,-2.923426497090502,0.2381798586305787
equilibrium,direct_trajectory,middle,theta3,3,-2.8361600344907854,0.23064252133214266
equilibrium,direct_trajectory,middle,theta3,4,-2.748893571891069,0.22793344937560334
equilibrium,direct_trajectory,middle,theta3,5,-2.6616271092913526,0.2230614893247302
equilibrium,direct_trajectory,middle,theta3,6,-2.574360646691636,0.2138856004396776
equilibrium,direct_trajectory,middle,theta3,7,-2.4870941840919194,0.2097782977958922
equilibrium,direct_trajectory,middle,theta3,8,-2.399827721492203,0.20027469859351632
equilibrium,direct_trajectory,middle,theta3,9,-2.3125612588924866,0.19376418695602665
equilibrium,direct_trajectory,middle,theta3,10,-2.2252947962927703,0.18681672822877257
equilibrium,direct_trajectory,middle,theta3,11,-2.138028333693054,0.17956340653868338
equilibrium,direct_trajectory,middle,theta3,12,-2.0507618710933375,0.17407972056214008
equilibrium,direct_trajectory,middle,theta3,13,-1.9634954084936207,0.16850864516764388
equilibrium,direct_trajectory,middle,theta3,14,-1.8762289458939043,0.1595293824729853
equilibrium,direct_trajectory,middle,theta3,15,-1.7889624832941877,0.15526914834778233
equilibrium,direct_trajectory,middle,theta3,16,-1.7016960206944713,0.15262561845470765
equilibrium,direct_trajectory,middle,theta3,17,-1.6144295580947547,0.14919558380005704
equilibrium,direct_trajectory,middle,theta3,18,-1.5271630954950384,0.144432860521625
equilibrium,direct_trajectory,middle,theta3,19,-1.439896632895322,0.13969198459768117
equilibrium,direct_trajectory,middle,theta3,20,-1.3526301702956054,0.1382282118469704
equilibrium,direct_trajectory,middle,theta3,21,-1.2653637076958888,0.13508219280066666
equilibrium,direct_trajectory,middle,theta3,22,-1.1780972450961724,0.13213279994475693
equilibrium,direct_trajectory,middle,theta3,23,-1.090830782496456,0.12994806449593488
equilibrium,direct_trajectory,middle,theta3,24,-1.0035643198967397,0.12319723195907478
equilibrium,direct_trajectory,middle,theta3,25,-0.9162978572970231,0.1190462346063129
equilibrium,direct_trajectory,middle,theta3,26,-0.8290313946973065,0.11996382349481817
equilibrium,direct_trajectory,middle,theta3,27,-0.7417649320975901,0.11694888857544375
equilibrium,direct_trajectory,middle,theta3,28,-0.6544984694978737,0.11727659889276705
equilibrium,direct_trajectory,middle,theta3,29,-0.5672320068981571,0.11638085735875002
equilibrium,direct_trajectory,middle,theta3,30,-0.4799655442984405,0.11439274810032196
equilibrium,direct_trajectory,middle,theta3,31,-0.39269908169872414,0.11043837693795408
equilibrium,direct_trajectory,middle,theta3,32,-0.30543261909900776,0.11163998143480619
equilibrium,direct_trajectory,middle,theta3,33,-0.21816615649929139,0.10838472561606136
equilibrium,direct_trajectory,middle,theta3,34,-0.1308996938995748,0.11052576635590695
equilibrium,direct_trajectory,middle,theta3,35,-0.04363323129985819,0.1117492182072473
equilibrium,direct_trajectory,middle,theta3,36,0.04363323129985819,0.1075763734999972
equilibrium,direct_trajectory,middle,theta3,37,0.13089969389957457,0.11236094413291747
equilibrium,direct_trajectory,middle,theta3,38,0.21816615649929116,0.11021990339307187
equilibrium,direct_trajectory,middle,theta3,39,0.30543261909900776,0.10952078804944881
equilibrium,direct_trajectory,middle,theta3,40,0.39269908169872414,0.11367178540221069
equilibrium,direct_trajectory,middle,theta3,41,0.4799655442984405,0.11736398831071994
equilibrium,direct_trajectory,middle,theta3,42,0.5672320068981569,0.11546326847024477
equilibrium,direct_trajectory,middle,theta3,43,0.6544984694978735,0.11430535868236909
equilibrium,direct_trajectory,middle,theta3,44,0.7417649320975901,0.11941763963261265
equilibrium,direct_trajectory,middle,theta3,45,0.8290313946973065,0.12033522852111792
equilibrium,direct_trajectory,middle,theta3,46,0.9162978572970228,0.12394004201167427
equilibrium,direct_trajectory,middle,theta3,47,1.0035643198967392,0.12304430047765724
equilibrium,direct_trajectory,middle,theta3,48,1.0908307824964556,0.12850613909971234
equilibrium,direct_trajectory,middle,theta3,49,1.178097245096172,0.1279381078830186
equilibrium,direct_trajectory,middle,theta3,50,1.2653637076958888,0.131346295183181
equilibrium,direct_trajectory,middle,theta3,51,1.3526301702956056,0.13259159438900955
equilibrium,direct_trajectory,middle,theta3,52,1.439896632895322,0.1338368935948381
equilibrium,direct_trajectory,middle,theta3,53,1.5271630954950384,0.1422918197817794
equilibrium,direct_trajectory,middle,theta3,54,1.6144295580947547,0.1453067547011538
equilibrium,direct_trajectory,middle,theta3,55,1.7016960206944711,0.15083413538667356
equilibrium,direct_trajectory,middle,theta3,56,1.7889624832941875,0.15747573115109256
equilibrium,direct_trajectory,middle,theta3,57,1.8762289458939039,0.16088391845125496
equilibrium,direct_trajectory,middle,theta3,58,1.9634954084936203,0.1655374049572459
equilibrium,direct_trajectory,middle,theta3,59,2.050761871093337,0.17338060521851703
equilibrium,direct_trajectory,middle,theta3,60,2.138028333693054,0.17779377082513753
equilibrium,direct_trajectory,middle,theta3,61,2.2252947962927703,0.1846101454254623
equilibrium,direct_trajectory,middle,theta3,62,2.3125612588924866,0.19302137690342716
equilibrium,direct_trajectory,middle,theta3,63,2.399827721492203,0.19535904383366673
equilibrium,direct_trajectory,middle,theta3,64,2.4870941840919194,0.2120285753081789
equilibrium,direct_trajectory,middle,theta3,65,2.574360646691636,0.21779627689306907
equilibrium,direct_trajectory,middle,theta3,66,2.661627109291352,0.220068401759844
equilibrium,direct_trajectory,middle,theta3,67,2.7488935718910685,0.2260764242441046
equilibrium,direct_trajectory,middle,theta3,68,2.8361600344907854,0.234443961013093
equilibrium,direct_trajectory,middle,theta3,69,2.923426497090502,0.23761182741388498
equilibrium,direct_trajectory,middle,theta3,70,3.0106929596902186,0.23437841894962835
equilibrium,direct_trajectory,middle,theta3,71,3.097959422289935,0.2435543078346809
equilibrium,direct_trajectory,high,theta1,0,-3.097959422289935,0.23468150375398425
equilibrium,direct_trajectory,high,theta1,1,-3.0106929596902186,0.2299726015636928
equilibrium,direct_trajectory,high,theta1,2,-2.923426497090502,0.22853023512702697
equilibrium,direct_trajectory,high,theta1,3,-2.8361600344907854,0.22912415071859527
equilibrium,direct_trajectory,high,theta1,4,-2.748893571891069,0.22040631828521787
equilibrium,direct_trajectory,high,theta1,5,-2.6616271092913526,0.2193457547288459
equilibrium,direct_trajectory,high,theta1,6,-2.574360646691636,0.21047944339757643
equilibrium,direct_trajectory,high,theta1,7,-2.4870941840919194,0.20632203425659842
equilibrium,direct_trajectory,high,theta1,8,-2.399827721492203,0.19877082173523017
equilibrium,direct_trajectory,high,theta1,9,-2.3125612588924866,0.19353163776675275
equilibrium,direct_trajectory,high,theta1,10,-2.2252947962927703,0.18973482023494118
equilibrium,direct_trajectory,high,theta1,11,-2.138028333693054,0.17794135348808512
equilibrium,direct_trajectory,high,theta1,12,-2.0507618710933375,0.17565053620632173
equilibrium,direct_trajectory,high,theta1,13,-1.9634954084936207,0.16737814046662056
equilibrium,direct_trajectory,high,theta1,14,-1.8762289458939043,0.16752661936451263
equilibrium,direct_trajectory,high,theta1,15,-1.7889624832941877,0.16001782938539924
equilibrium,direct_trajectory,high,theta1,16,-1.7016960206944713,0.15161816601893344
equilibrium,direct_trajectory,high,theta1,17,-1.6144295580947547,0.15074850390270844
equilibrium,direct_trajectory,high,theta1,18,-1.5271630954950384,0.14542447484972126
equilibrium,direct_trajectory,high,theta1,19,-1.439896632895322,0.14186098130031152
equilibrium,direct_trajectory,high,theta1,20,-1.3526301702956054,0.13908230478261702
equilibrium,direct_trajectory,high,theta1,21,-1.2653637076958888,0.13543396614869754
equilibrium,direct_trajectory,high,theta1,22,-1.1780972450961724,0.13004630328232805
equilibrium,direct_trajectory,high,theta1,23,-1.090830782496456,0.12684340134208477
equilibrium,direct_trajectory,high,theta1,24,-1.0035643198967397,0.125549513803311
equilibrium,direct_trajectory,high,theta1,25,-0.9162978572970231,0.12391624592649819
equilibrium,direct_trajectory,high,theta1,26,-0.8290313946973065,0.12105272432429394
equilibrium,direct_trajectory,high,theta1,27,-0.7417649320975901,0.11759528713052139
equilibrium,direct_trajectory,high,theta1,28,-0.6544984694978737,0.11736196314811957
equilibrium,direct_trajectory,high,theta1,29,-0.5672320068981571,0.11746801950375677
equilibrium,direct_trajectory,high,theta1,30,-0.4799655442984405,0.11401058230998422
equilibrium,direct_trajectory,high,theta1,31,-0.39269908169872414,0.11390452595434702
equilibrium,direct_trajectory,high,theta1,32,-0.30543261909900776,0.11148644104581898
equilibrium,direct_trajectory,high,theta1,33,-0.21816615649929139,0.11354393434518056
equilibrium,direct_trajectory,high,theta1,34,-0.1308996938995748,0.11212277917964215
equilibrium,direct_trajectory,high,theta1,35,-0.04363323129985819,0.1149226669684641
equilibrium,direct_trajectory,high,theta1,36,0.04363323129985819,0.11178339884160313
equilibrium,direct_trajectory,high,theta1,37,0.13089969389957457,0.11225004680640678
equilibrium,direct_trajectory,high,theta1,38,0.21816615649929116,0.11358635688743544
equilibrium,direct_trajectory,high,theta1,39,0.30543261909900776,0.11490145569733665
equilibrium,direct_trajectory,high,theta1,40,0.39269908169872414,0.11502872332410129
equilibrium,direct_trajectory,high,theta1,41,0.4799655442984405,0.11844373797561895
equilibrium,direct_trajectory,high,theta1,42,0.5672320068981569,0.1215830061024799
equilibrium,direct_trajectory,high,theta1,43,0.6544984694978735,0.12060728763061772
equilibrium,direct_trajectory,high,theta1,44,0.7417649320975901,0.12009821712355918
equilibrium,direct_trajectory,high,theta1,45,0.8290313946973065,0.12207086533841101
equilibrium,direct_trajectory,high,theta1,46,0.9162978572970228,0.1215830061024799
equilibrium,direct_trajectory,high,theta1,47,1.0035643198967392,0.12489196439836038
equilibrium,direct_trajectory,high,theta1,48,1.0908307824964556,0.12951602150414207
equilibrium,direct_trajectory,high,theta1,49,1.178097245096172,0.12951602150414207
equilibrium,direct_trajectory,high,theta1,50,1.2653637076958888,0.13437340259232558
equilibrium,direct_trajectory,high,theta1,51,1.3526301702956056,0.1362399944515402
equilibrium,direct_trajectory,high,theta1,52,1.439896632895322,0.14224278418060543
equilibrium,direct_trajectory,high,theta1,53,1.5271630954950384,0.1462517144236914
equilibrium,direct_trajectory,high,theta1,54,1.6144295580947547,0.1499212643287383
equilibrium,direct_trajectory,high,theta1,55,1.7016960206944711,0.15380292694505965
equilibrium,direct_trajectory,high,theta1,56,1.7889624832941875,0.1563907020226072
equilibrium,direct_trajectory,high,theta1,57,1.8762289458939039,0.1623934917516724
equilibrium,direct_trajectory,high,theta1,58,1.9634954084936203,0.16720845029760104
equilibrium,direct_trajectory,high,theta1,59,2.050761871093337,0.17109011291392237
equilibrium,direct_trajectory,high,theta1,60,2.138028333693054,0.18245935423822962
equilibrium,direct_trajectory,high,theta1,61,2.2252947962927703,0.184410791181954
equilibrium,direct_trajectory,high,theta1,62,2.3125612588924866,0.18964997515043142
equilibrium,direct_trajectory,high,theta1,63,2.399827721492203,0.19431645479846799
equilibrium,direct_trajectory,high,theta1,64,2.4870941840919194,0.20721290764395084
equilibrium,direct_trajectory,high,theta1,65,2.574360646691636,0.21058549975321364
equilibrium,direct_trajectory,high,theta1,66,2.661627109291352,0.21590952880620082
equilibrium,direct_trajectory,high,theta1,67,2.7488935718910685,0.22097902260565871
equilibrium,direct_trajectory,high,theta1,68,2.8361600344907854,0.22725755885938062
equilibrium,direct_trajectory,high,theta1,69,2.923426497090502,0.22727877013050807
equilibrium,direct_trajectory,high,theta1,70,3.0106929596902186,0.2306725735108983
equilibrium,direct_trajectory,high,theta1,71,3.097959422289935,0.2392419270463836
equilibrium,direct_trajectory,high,theta3,0,-3.097959422289935,0.23052409461300621
equilibrium,direct_trajectory,high,theta3,1,-3.0106929596902186,0.22670606581006722
equilibrium,direct_trajectory,high,theta3,2,-2.923426497090502,0.2311604327468294
equilibrium,direct_trajectory,high,theta3,3,-2.8361600344907854,0.22954837614114404
equilibrium,direct_trajectory,high,theta3,4,-2.748893571891069,0.22490310776423492
equilibrium,direct_trajectory,high,theta3,5,-2.6616271092913526,0.2184124587992386
equilibrium,direct_trajectory,high,theta3,6,-2.574360646691636,0.2154640921125246
equilibrium,direct_trajectory,high,theta3,7,-2.4870941840919194,0.21098851390463497
equilibrium,direct_trajectory,high,theta3,8,-2.399827721492203,0.20275854070718868
equilibrium,direct_trajectory,high,theta3,9,-2.3125612588924866,0.1989617231753771
equilibrium,direct_trajectory,high,theta3,10,-2.2252947962927703,0.18557741109396314
equilibrium,direct_trajectory,high,theta3,11,-2.138028333693054,0.18040186093886804
equilibrium,direct_trajectory,high,theta3,12,-2.0507618710933375,0.1748232966323516
equilibrium,direct_trajectory,high,theta3,13,-1.9634954084936207,0.16935078868147238
equilibrium,direct_trajectory,high,theta3,14,-1.8762289458939043,0.162711660818584
equilibrium,direct_trajectory,high,theta3,15,-1.7889624832941877,0.15717551905432242
equilibrium,direct_trajectory,high,theta3,16,-1.7016960206944713,0.15276357465981513
equilibrium,direct_trajectory,high,theta3,17,-1.6144295580947547,0.1505151799203066
equilibrium,direct_trajectory,high,theta3,18,-1.5271630954950384,0.14570022137437796
equilibrium,direct_trajectory,high,theta3,19,-1.439896632895322,0.1415216009622725
equilibrium,direct_trajectory,high,theta3,20,-1.3526301702956054,0.1341612898810512
equilibrium,direct_trajectory,high,theta3,21,-1.2653637076958888,0.13657937478957924
equilibrium,direct_trajectory,high,theta3,22,-1.1780972450961724,0.1311705006520823
equilibrium,direct_trajectory,high,theta3,23,-1.090830782496456,0.12701309151110426
equilibrium,direct_trajectory,high,theta3,24,-1.0035643198967397,0.1273100493068884
equilibrium,direct_trajectory,high,theta3,25,-0.9162978572970231,0.12359807685958661
equilibrium,direct_trajectory,high,theta3,26,-0.8290313946973065,0.12211328788066589
equilibrium,direct_trajectory,high,theta3,27,-0.7417649320975901,0.12014063966581406
equilibrium,direct_trajectory,high,theta3,28,-0.6544984694978737,0.11782861111292323
equilibrium,direct_trajectory,high,theta3,29,-0.5672320068981571,0.11447723027478787
equilibrium,direct_trajectory,high,theta3,30,-0.4799655442984405,0.11483782188395433
