source,n,tau,observable,n_samples,negative_count,autocorrelation_time,max_bins,min_effective_count,range_quantile,adaptive_slope,adaptive_intercept,adaptive_r_squared,adaptive_slope_ci_low,adaptive_slope_ci_high,adaptive_intercept_ci_low,adaptive_intercept_ci_high,adaptive_bins_used,adaptive_a_max
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,40.0,entropy_rate,499968,85778,1.0,60,50.0,0.99,0.2652922943107642,-0.0015697575985830514,0.9950926281742012,0.2625411357128875,0.2678719638697045,-0.0018620398468388824,-0.001280039206279202,60,0.3233195409982626
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,40.0,heat_current,499968,90933,1.0,60,50.0,0.99,0.07876670879225081,0.0007344401036787298,0.9976565220128928,0.07796835278891613,0.07950371334944704,0.0003872632913023197,0.001088582144356744,60,1.1862411099684067
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,40.0,action_current,499968,125818,1.0,60,50.0,0.99,0.7097482802480558,0.0016288441368220912,0.9933393148258604,0.7014140418285257,0.7169249960684404,0.0013460936367378485,0.0019086846165439352,60,0.10793635923121236
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,60.0,entropy_rate,333312,35276,1.0,60,50.0,0.99,0.30250554914466343,-0.0008520074785620421,0.9957307634344644,0.29824811923513617,0.3066067823330828,-0.0012447178208097132,-0.0004795296209581541,55,0.22731951135484857
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,60.0,heat_current,333312,37616,1.0,60,50.0,0.99,0.09500848545086951,0.0003382569343053269,0.9979207823351678,0.0936098972220508,0.09605392176387288,2.0411442926833982e-05,0.0007165453566440244,55,0.8071113140678716
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,60.0,action_current,333312,60273,1.0,60,50.0,0.99,0.891193537864814,0.000991908931703742,0.9930534211101071,0.87932580382452,0.9024515665505444,0.0007409880003909955,0.001277126012585735,58,0.07405866972097945
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,80.0,entropy_rate,249984,15572,1.0,60,50.0,0.99,0.3389539122650205,-0.0003871932488708664,0.9933870347657378,0.3307670681512921,0.34620680584606006,-0.0008095917912916412,0.000108523365984002,47,0.17106631142604106
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,80.0,heat_current,249984,17289,1.0,60,50.0,0.99,0.10738741683206993,0.0002484505173346131,0.9965714633445897,0.10528767391094968,0.10920018731290669,-0.00011789389084553642,0.0006488890669170077,48,0.590189259992856
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,80.0,action_current,249984,32159,1.0,60,50.0,0.99,1.0571977414050462,0.0004341340677207729,0.9951909862357758,1.040200591887041,1.0711132878939131,0.00018901662024245749,0.0007006195789120509,51,0.05543473659706939
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,100.0,entropy_rate,199936,7193,1.0,60,50.0,0.99,0.36412563774567686,9.056680110366802e-05,0.9919170016321619,0.34979725986910065,0.3762922003346728,-0.0004166228499152897,0.0006208376564705464,37,0.13534060931964947
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,100.0,heat_current,199936,8435,1.0,60,50.0,0.99,0.11712205425252131,0.0002645110810326008,0.9923276666906201,0.1137465821845117,0.11992978361470064,-0.00011241981435765173,0.0006849029739133083,37,0.47933411226830186
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,100.0,action_current,199936,17885,1.0,60,50.0,0.99,1.1782232677575895,0.00042947473820718044,0.994387307631045,1.1554723022396602,1.1990878458465155,0.0001340002197192619,0.0006994293685000489,45,0.04510753966385009
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,120.0,entropy_rate,166656,3491,1.0,60,50.0,0.99,0.4011712241120042,-0.0004416501836573042,0.9668612704001844,0.3729723849110011,0.430872677031667,-0.0012064878442378467,0.0002803631829945243,25,0.1094133767659843
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,120.0,heat_current,166656,4174,1.0,60,50.0,0.99,0.12414998143619468,0.0003999485050364468,0.9841789144724407,0.11792639233724228,0.1295970982822628,-0.00019713264792024817,0.0009706737322170799,27,0.38957302957194784
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,120.0,action_current,166656,10362,1.0,60,50.0,0.99,1.3272783475324677,1.863747746846292e-05,0.9964312469775174,1.2977298968033368,1.3522796198556262,-0.00029050282629670927,0.0003245653328138254,37,0.03886653667878318
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,140.0,entropy_rate,142848,1629,1.0,60,50.0,0.99,0.4520517379115005,-0.0003278560540702449,0.9547672735104558,0.4033186520599374,0.5010040712508375,-0.0011450885104039537,0.0005578974586816509,12,0.09355370684687679
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,140.0,heat_current,142848,2143,1.0,60,50.0,0.99,0.1380610906208815,8.858731711147961e-05,0.9757284587729197,0.12423167076112519,0.15106016269815697,-0.0008136044886917363,0.0009502127342421783,16,0.33444890710381575
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,140.0,action_current,142848,6032,1.0,60,50.0,0.99,1.3940618613642815,0.00024143452531379044,0.9880082658012542,1.342240984401393,1.4383359157726974,-0.00016855019748689213,0.0006405780975369197,32,0.03187610071265722
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,160.0,entropy_rate,124928,781,1.0,60,50.0,0.99,0.45139113252502105,0.00023043713228701685,0.9705784655317551,0.3861730573980993,0.5143307288257508,-0.0007215128705420908,0.0013297910588017613,6,0.08089290736922987
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,160.0,heat_current,124928,1068,1.0,60,50.0,0.99,0.1428659723228516,0.0002723789848868895,0.9906648983123618,0.12425193335484772,0.1612092051433228,-0.0007269069802845551,0.001206679172525402,8,0.2783848279230034
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,160.0,action_current,124928,3604,1.0,60,50.0,0.99,1.4271685097180318,0.00035604961968266097,0.9842608897616012,1.3491944255623787,1.4969646913174761,-9.862869666909827e-05,0.0008439146941674669,26,0.028062064709589683
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,180.0,entropy_rate,111104,412,1.0,60,50.0,0.99,0.3557743249712014,0.0014032248290086486,0.9782482574141887,0.2730595491617479,0.43430928678547187,0.00015631339318754618,0.0028207553263449384,3,0.0837492056515806
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,180.0,heat_current,111104,581,1.0,60,50.0,0.99,0.16126198421612203,-0.0006977713989648015,0.9921291632548219,0.138635414778343,0.1848219681209651,-0.001808334919559224,0.0003509977254886804,4,0.26602034619118897
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,180.0,action_current,111104,2091,1.0,60,50.0,0.99,1.4646344845882315,0.00045091431661421495,0.9719639956939226,1.33268568520895,1.5891863104856385,-0.00016213460091407523,0.001110121021338154,15,0.0244725218548609
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,200.0,entropy_rate,99968,195,1.0,60,50.0,0.99,nan,nan,nan,nan,nan,nan,nan,2,0.056300740286196006
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,200.0,heat_current,99968,308,1.0,60,50.0,0.99,nan,nan,nan,nan,nan,nan,nan,2,0.23033679515616565
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,200.0,action_current,99968,1228,1.0,60,50.0,0.99,1.7498562017736143,-0.00026190242309905926,0.9851153214931163,1.5749165512616612,1.9212579164620447,-0.0009643278017358128,0.0004205368994531799,8,0.022765755195155505
