j,mean_I_q3,mean_I_q4,mean_delta_I_q4_minus_q3,se_delta_I,relative_delta_I,abs_relative_delta_I,z_delta_I,sample_count
76,0.34836970758279956,0.3452828343525729,-0.0030868732302267044,0.005998828552496253,-0.008900344318248913,0.008900344318248913,-0.5145793388181071,512
77,0.34894116485623644,0.34546688914813184,-0.003474275708105012,0.006052152036483101,-0.010006438399066024,0.010006438399066024,-0.5740562509272172,512
78,0.35307004028305944,0.34586371866685256,-0.007206321616206822,0.006412555902251275,-0.02062090011801319,0.02062090011801319,-1.1237830478291624,512
79,0.3504165209341302,0.34903060221192334,-0.0013859187222070109,0.006603778802634393,-0.003962897769807864,0.003962897769807864,-0.2098675264008142,512
80,0.34741263363289987,0.34932846229808373,0.001915828665183904,0.006426998021101252,0.00549939906336077,0.00549939906336077,0.29809075075078845,512
81,0.34780682081694997,0.3474535085224932,-0.00035331229445703503,0.005984351750376295,-0.0010163453300800636,0.0010163453300800636,-0.059039359515392596,512
82,0.34846124241220366,0.34683873023279044,-0.0016225121794130257,0.005619580744525206,-0.0046670854113248965,0.0046670854113248965,-0.28872477381764367,512
83,0.3517675466436606,0.348858599679605,-0.002908946964055677,0.005909995421857457,-0.008303849290584432,0.008303849290584432,-0.4922079894169227,512
84,0.3551947266335993,0.34871117534711715,-0.00648355128648233,0.006097528538271955,-0.018421642063913102,0.018421642063913102,-1.0633080674879094,512
85,0.35509544097651813,0.3458311014012064,-0.009264339575311755,0.006040693888693756,-0.0264345520256223,0.0264345520256223,-1.5336548658179203,512
86,0.35370714286298305,0.34550189691923683,-0.008205245943746017,0.006126577441230142,-0.0234700796954847,0.0234700796954847,-1.3392870689150227,512
87,0.3518688314797815,0.3432271764218341,-0.008641655057947622,0.005976312136836859,-0.024864637286683335,0.024864637286683335,-1.445984557045154,512
88,0.35094923656527355,0.34259335581382433,-0.00835588075144911,0.006095834466475319,-0.024096229541679528,0.024096229541679528,-1.3707525683978385,512
89,0.3501798872232459,0.34427183035340814,-0.005908056869837667,0.006323972150414432,-0.017015025581488413,0.017015025581488413,-0.9342319556942532,512
90,0.3480502701521564,0.345272268706361,-0.0027780014457955433,0.006342378351295622,-0.008013590472247535,0.008013590472247535,-0.438006263884912,512
91,0.34949399008717874,0.34199841541911735,-0.007495574668061507,0.006441845077130878,-0.021679412842064132,0.021679412842064132,-1.163575742402043,512
92,0.3522565305140915,0.34154057437248714,-0.010715956141604411,0.006646635786110607,-0.030890749085372003,0.030890749085372003,-1.6122376020659073,512
93,0.35485436800639236,0.34594382516880584,-0.008910542837586495,0.007007702629523261,-0.025429696949457965,0.025429696949457965,-1.271535524359527,512
94,0.354507968708444,0.3451110493897509,-0.009396919318692744,0.007246339061980486,-0.026862961342122467,0.026862961342122467,-1.2967816214943282,512
95,0.3568302747311249,0.344788799571747,-0.012041475159378293,0.007684160706956545,-0.034324822686278,0.034324822686278,-1.5670514475936232,512
96,0.35698880185394266,0.3429044187052051,-0.014084383148737663,0.008212326739402143,-0.040247234106612975,0.040247234106612975,-1.7150295641747697,512
97,0.35481747502813665,0.3424639023562038,-0.012353572671933086,0.00826650834326749,-0.035433536797652966,0.035433536797652966,-1.494412411982168,512
98,0.35458498475661254,0.3379754106240764,-0.01660957413253625,0.008466871797045387,-0.04796570593213389,0.04796570593213389,-1.9617131959329246,512
99,0.34322414407367,0.3263742065014475,-0.016849937572222924,0.007801464411235176,-0.05032849187203202,0.05032849187203202,-2.1598429069235654,512
100,0.2861110798647981,0.2770820184663704,-0.009029061398427785,0.004347184728165537,-0.03206382118382609,0.03206382118382609,-2.0769905037456153,512
