j,mean_I,se_mean_I,sample_count,mean_sin_theta,se_mean_sin_theta
40,0.2528161132408959,0.0021579018104787907,512,0.0017373362646858138,0.0006778692647726154
41,0.25355904192943973,0.0021547027166616477,512,0.000742008356461907,0.0006813197655748223
42,0.25355954770139044,0.0020975996236455774,512,0.0009582877678049296,0.0006938247508469422
43,0.2540530402126127,0.002070503341779817,512,0.0014027553845677978,0.0006990499643394925
44,0.2548020549557609,0.0020455918195461196,512,0.0013049898230074355,0.0007102912478809341
45,0.2566878346459235,0.0022005532740815826,512,0.0015960345626984515,0.0006899737733020013
46,0.2574477436183843,0.0021912012452405508,512,0.0003181833416810568,0.0007382546904263883
47,0.2571088009661139,0.0020848841964622123,512,0.0016892867203485997,0.0007446238104463383
48,0.25744925768881366,0.00209223172784608,512,0.001687552295817203,0.0007536210134056684
49,0.25770000142753025,0.002100100321628293,512,0.0023109318758450332,0.0007180537636080389
50,0.2582221659815868,0.0021260137567853422,512,0.0010148261295158324,0.0007080951538625626
51,0.258723315297415,0.002095821493586536,512,0.0021019144081240422,0.0007454708804954422
52,0.25953987611404894,0.0020861759128443847,512,0.0018294774899297915,0.0007040455303753228
53,0.2608132837891559,0.0021067482518334667,512,0.0004636300172091884,0.0007251786625626869
54,0.26051928584019207,0.0021921670969174724,512,0.0011460513548083363,0.0007104407370912234
55,0.26083143618388593,0.0022161852370136915,512,0.0021217494218826755,0.0006940506436105375
56,0.26183810596015217,0.0022523801197571916,512,0.0014638477343675918,0.0006937908249395405
57,0.262450621107166,0.002229925129832533,512,0.0012794075842397319,0.0007266022347077726
58,0.26158668605124125,0.002248429708507278,512,0.0007655687448481336,0.0007743174208290343
59,0.2614860268063567,0.0022555101235453272,512,0.00018440918609499585,0.0007371594096903254
60,0.26121264625544005,0.0022537511327523096,512,0.0015340753434580903,0.0007371594275790698
61,0.2614162012493805,0.0022689057577138473,512,0.0014768352475123502,0.0007070632375630803
62,0.26120537482350636,0.002212827468678813,512,0.0006448558336991801,0.000743053556119055
63,0.26075803836697464,0.0022241116984898666,512,4.0394328572700453e-05,0.0007184815154872731
64,0.2615543388043068,0.002267140880826446,512,0.0005704635934333938,0.0007010755036758576
65,0.26259316045228853,0.0023274328901261745,512,0.0009288324554902647,0.0007530865563549741
66,0.2619334207984473,0.0023007663720642805,512,0.0012730692624338407,0.0007005965743768386
67,0.2625445600847088,0.0022894760289361407,512,0.0011135988206197422,0.000700824409673949
68,0.263360941414028,0.0023170779153297866,512,0.0014225691459451737,0.0007401088659216623
69,0.2629426352613773,0.0022541961373518642,512,0.0009512918495516018,0.0007590368252392094
70,0.26303976372466803,0.002345884100046075,512,0.0015243579990118152,0.0007162328871385263
71,0.26467888001622175,0.0024664823632998697,512,0.0006856636587264904,0.0007243496344163268
72,0.26559410022830743,0.0025190058138899107,512,-0.00020471600376911032,0.0006812814191228296
73,0.26616480891493954,0.0025739386157806457,512,0.00029079158244954973,0.0007033083712737934
74,0.2674640164480693,0.0025424578925876736,512,0.00012382876641171608,0.0007204201202418434
75,0.2687860442141972,0.0025777059824144744,512,0.0009106187533138477,0.0007002016430789881
76,0.2698480780394721,0.002643718714403096,512,0.0010808576829785803,0.0006919758719978139
77,0.27007940200443786,0.002710606363292941,512,0.0024540260349675365,0.0007403741084091838
78,0.2691628099619665,0.0027533134483896105,512,0.0019633310884714186,0.0007401925855819072
79,0.2685391473626028,0.002708515114974122,512,0.0012481749424442877,0.0007039401933287772
80,0.2683028999883236,0.0027386965422700102,512,0.0006626603796392432,0.0007075437662706059
81,0.2685293828297809,0.0027609359232840013,512,0.0019447982856942772,0.0007471583569420801
82,0.26943178633117837,0.0028224224397934705,512,0.00136916049377207,0.0007380790381136803
83,0.269647656755401,0.00278901666403177,512,0.0006735515488004394,0.0007152679882532907
84,0.2692492028172593,0.0028038239930055337,512,0.001935211979950755,0.0007229043693241855
85,0.27082581514198667,0.0028758129317906283,512,0.0005315337380076608,0.00071316392353917
86,0.27107692445143594,0.00303860909570385,512,0.001030782080591281,0.0006821555804446832
87,0.2702712502134862,0.003080793429688321,512,0.0016637928361863982,0.0007451626608479178
88,0.27071980584145,0.0030296757395919683,512,0.0019506990169241812,0.00074871650617725
89,0.2709134534685665,0.0031158490263327576,512,0.0008904931988471753,0.0007286023869314711
90,0.26982078923105884,0.00318066714735417,512,0.0012856324221955312,0.000699795114174082
91,0.26921982096971087,0.0032214218738697863,512,0.0007596486005703344,0.0007145709150429073
92,0.2698984831519804,0.003301869379967446,512,0.0008562720418827273,0.0007075643723645339
93,0.2689959576266291,0.003309027426987975,512,0.0010412029930673688,0.0006663020840080103
94,0.267691062275331,0.0032635464364158847,512,0.0001888227400605216,0.0007166955266650978
95,0.26879071404750876,0.0033647468000168736,512,-5.1795221588164174e-05,0.0007004283764448364
96,0.2687408488842061,0.003414178492107843,512,0.0007761070662307972,0.0006581877568740572
97,0.26866493226766924,0.003512559668857235,512,0.0006569588231173167,0.0007033928808675307
98,0.2667685926396641,0.0036566076960228835,512,0.0007314749503143376,0.000640067395438743
99,0.25825221922174435,0.0033448201340123642,512,-0.0002785886105671978,0.0006658867541061993
100,0.21951079070898455,0.0019821624112125002,512,nan,nan
