j,mean_I_q3,mean_I_q4,mean_delta_I_q4_minus_q3,se_delta_I,relative_delta_I,abs_relative_delta_I,z_delta_I,sample_count
20,0.459685401957724,0.46764927148766455,0.007963869529940352,0.004654646032751267,0.017175826070110492,0.017175826070110492,1.7109506230773621,512
21,0.461887574771434,0.4661731847995415,0.004285610028107372,0.004702958486461712,0.009235623818614045,0.009235623818614045,0.9112583154718991,512
22,0.4624777967611784,0.46871548922320755,0.006237692462029283,0.0047210350472333355,0.013397202398072006,0.013397202398072006,1.321255275510982,512
23,0.4650257303848485,0.47040061596985955,0.005374885585011102,0.004692007869760439,0.011491841353318004,0.011491841353318004,1.1455406159166415,512
24,0.4673531442253733,0.47148259849449364,0.004129454269120366,0.004893683068019642,0.008796968588258207,0.008796968588258207,0.8438336140128213,512
25,0.46793580608864216,0.4721851509268551,0.004249344838212593,0.004861424486342771,0.009039995984564664,0.009039995984564664,0.8740945889729034,512
26,0.47065873587831786,0.4722893756491455,0.001630639770827915,0.004756790234312097,0.003458599154913144,0.003458599154913144,0.34280253921344717,512
27,0.47422952326600776,0.4741475463647588,-8.1976901249072e-05,0.0051651576360452435,-0.00017287828623057752,0.00017287828623057752,-0.01587113250464868,512
28,0.4798737711804528,0.4770626883338128,-0.0028110828466402613,0.0052441456397744664,-0.005875171373587641,0.005875171373587641,-0.5360421009896202,512
29,0.482760958043873,0.4776906081428187,-0.00507034990105434,0.005234673124969766,-0.010558262549740629,0.010558262549740629,-0.9686086943745174,512
30,0.48499948466258813,0.48018487396792564,-0.004814610694662515,0.005236226114091689,-0.009976561786587377,0.009976561786587377,-0.9194810517646429,512
31,0.4864032029894203,0.4779503198670515,-0.008452883122368523,0.005380901736241155,-0.01753067297837122,0.01753067297837122,-1.5709045689195784,512
32,0.4866051951252892,0.4777744228432212,-0.008830772282068203,0.00538941638882275,-0.01831389240820009,0.01831389240820009,-1.6385396200565556,512
33,0.48420611605377284,0.48129558797019456,-0.0029105280835779283,0.005379813731312965,-0.006029048051282731,0.006029048051282731,-0.5410090811578345,512
34,0.4823610998411051,0.4791965048890587,-0.0031645949520463395,0.005321261814019939,-0.006582226455240612,0.006582226455240612,-0.5947076206076864,512
35,0.48437385302038527,0.4812909721261963,-0.0030828808941888715,0.005348162015365303,-0.006384991591095617,0.006384991591095617,-0.5764374537143294,512
36,0.48470498260448275,0.48100815978278433,-0.00369682282169859,0.005628691003775121,-0.007656151002687923,0.007656151002687923,-0.656781979898907,512
37,0.4865497036709855,0.4798705597106296,-0.006679143960355565,0.0058182024720607,-0.01382244187841111,0.01382244187841111,-1.1479737930106677,512
38,0.4847030783286805,0.477301181736825,-0.0074018965918556615,0.00601666297103897,-0.015388490257520579,0.015388490257520579,-1.2302328761781196,512
39,0.48360379525903574,0.4753769671262448,-0.00822682813279127,0.006210270688239182,-0.01715744143256558,0.01715744143256558,-1.3247132928313385,512
40,0.4834670193067713,0.4761258899418259,-0.007341129364945434,0.006298282145301167,-0.015300507734459724,0.015300507734459724,-1.1655764533226387,512
41,0.48390237196886177,0.4750207907044789,-0.008881581264383088,0.0063701873986263995,-0.018524072856103527,0.018524072856103527,-1.39424175594869,512
42,0.4842689897431557,0.47605321757988994,-0.008215772163266114,0.006679556854605061,-0.017110449181776313,0.017110449181776313,-1.229987608774068,512
43,0.48598565191893206,0.4778511654803766,-0.0081344864385551,0.006797188664077499,-0.016879385165020227,0.016879385165020227,-1.1967427771344783,512
44,0.48611060542296336,0.4783078141353204,-0.007802791287642944,0.0070322004374348554,-0.016181340234494326,0.016181340234494326,-1.1095803308031387,512
45,0.48696437881060123,0.47908123927310897,-0.007883139537492236,0.00735274803960787,-0.01632042915971105,0.01632042915971105,-1.072135138458063,512
46,0.4837964240760429,0.4777903653680363,-0.0060060587080066575,0.00753695532998854,-0.012491974253263049,0.012491974253263049,-0.7968812929153701,512
47,0.48462658510206985,0.48184292121397865,-0.0027836638880912156,0.008039482827755864,-0.005760479497593006,0.005760479497593006,-0.3462491241950007,512
48,0.4853598331875322,0.4824724751259611,-0.0028873580615709064,0.008309198156478929,-0.005966649463484648,0.005966649463484648,-0.3474893734866038,512
49,0.47589638779798404,0.4687366682457944,-0.007159719552189592,0.007580476744205741,-0.015158731755958747,0.015158731755958747,-0.9444946266291547,512
50,0.40838014782346754,0.40069901048442536,-0.007681137339042078,0.004728106420090338,-0.01898735682453222,0.01898735682453222,-1.6245694695880635,512
